"country","year","corporate_rank","corporate","consumption_rank","consumption","property_rank","property","income_rank","income","international_rank","international","final_rank","final","ISO_2","ISO_3"
"Spain",2019,22,53.8918644048777,14,74.2243044545204,32,43.1711174166621,14,71.6474546987831,19,74.8862187011063,23,60.3100106082065,"ES","ESP"
"Spain",2018,21,53.6714036745013,15,66.9934823326989,32,46.4069397480604,15,66.3222167612041,21,61.4606501427803,27,57.3119765098027,"ES","ESP"
"Spain",2015,33,42.3156379126449,16,64.4655803561347,32,46.2852283308507,24,60.5243470059787,23,61.3701071993961,30,54.020099625028,"ES","ESP"
"Spain",2017,23,54.8826905133465,15,66.3086895218378,33,45.9362734508432,13,73.3257653467887,20,62.0807763114314,25,60.4215356480661,"ES","ESP"
"Spain",2014,34,41.202690803759,14,62.6043259083817,33,47.0438249474018,28,56.1976523493426,25,58.5205520365856,33,51.4327180653796,"ES","ESP"
"Spain",2016,28,51.0326219069956,15,66.4634688795737,32,46.1134379761162,17,67.925268378144,21,62.5858379502381,26,58.2846325145689,"ES","ESP"
