"country","year","corporate_rank","corporate","consumption_rank","consumption","property_rank","property","income_rank","income","international_rank","international","final_rank","final","ISO_2","ISO_3"
"Finland",2016,6,74.7498141730521,13,67.400428577135,11,75.1058039377802,27,55.9132401295135,25,58.7599911018861,13,68.7772624059334,"FI","FIN"
"Finland",2015,6,73.8840626760711,13,67.8635977095644,13,69.4556443465406,27,57.4438942215579,25,58.5204567098063,17,67.8093948355308,"FI","FIN"
"France",2016,33,44.19713123741,20,58.4179200443288,36,28.8466513430402,35,40.3083047858257,27,57.1769599981012,36,40.9904288174908,"FR","FRA"
"France",2017,36,30.6185270580034,20,58.3292637316176,36,28.6951266380586,35,41.2667286572555,26,56.5819941493065,36,39.0548925744767,"FR","FRA"
"France",2015,34,38.0719230636256,21,59.723490531236,36,28.827878161627,35,40.4535253733146,27,56.9475896480428,36,40.5245983750056,"FR","FRA"
"France",2019,34,38.872188340541,21,66.3867077311685,36,30.5407478015599,35,49.2138053309735,24,66.9559627454401,36,42.7469977695306,"FR","FRA"
"France",2014,33,42.4081569409452,19,57.9061843976152,36,29.2569874377082,35,37.3642063771842,29,56.310675911443,36,40.1922595155221,"FR","FRA"
"France",2018,34,38.9694433296325,20,59.3251115442259,36,28.9659588021198,35,46.0221629302963,27,57.0573353187821,36,40.3757144731582,"FR","FRA"
"Germany",2018,25,52.1081951074283,12,69.9056085849067,16,67.643979324937,26,55.8894808266496,12,71.703542964389,18,63.733370606428,"DE","DEU"
"Germany",2019,25,52.6856375313713,10,75.9307278471401,16,65.811942888152,26,60.4099647916709,8,87.2346510663542,16,67.0780437942893,"DE","DEU"
"Germany",2017,20,56.2130371515737,12,69.1722492088482,16,67.9988326676586,26,59.3615756393812,13,71.1984409286401,15,66.7982613191866,"DE","DEU"
"Germany",2016,22,56.3564269615121,12,69.321435835695,16,68.2464605593889,25,56.8994825724896,12,71.7122329359754,18,66.36098622794,"DE","DEU"
"Germany",2014,24,60.0264844015528,10,67.5262256237778,15,67.6732134099003,26,57.7111503860265,14,70.8678945639564,17,66.8890463747278,"DE","DEU"
"Germany",2015,23,56.7465240934407,10,70.0929003661235,16,67.9990457347192,26,57.7045889236201,12,71.5124761469041,19,67.2505531755138,"DE","DEU"
"Greece",2015,28,50.4109831271209,27,50.5883115353162,26,58.4560482110577,9,77.477811645143,28,53.4169678691723,27,57.7370113989235,"GR","GRC"
"Greece",2018,31,45.3355830858992,31,48.1728694351243,27,53.9930339759125,17,65.5571095538563,29,52.1534246862067,31,49.5250016400019,"GR","GRC"
"Greece",2019,30,47.8252827698319,31,58.5302622517349,28,50.8866285488693,18,70.4609051321028,26,65.2458690405405,30,53.0247631278,"GR","GRC"
"Greece",2016,29,49.7985702289898,27,48.7531139766381,28,56.1909844400814,23,59.0091966679181,28,53.7869323592934,31,51.439845759969,"GR","GRC"
"Greece",2014,25,58.8467793415208,27,49.5640254262335,25,57.7966309186189,10,77.5554807755596,28,57.1760087255585,26,60.2089319156121,"GR","GRC"
"Greece",2017,30,49.2499997223357,31,46.6323944642259,29,54.9911112897419,18,70.4943580356958,29,51.932803216092,31,53.1493849693985,"GR","GRC"
"Hungary",2018,4,79.4832742682867,35,33.2641524042402,25,56.9895112472526,9,72.8528176478538,3,88.9459923724569,13,66.4137030789132,"HU","HUN"
"Hungary",2015,16,61.2084639509648,35,37.3710199509617,27,57.1974313515373,11,73.4621913932558,6,82.9115650881733,24,63.1342719927814,"HU","HUN"
"Hungary",2017,4,73.1325843037539,35,32.5065724289263,26,57.3035025321592,8,78.7498214841458,4,83.3309979119654,17,66.1288361429242,"HU","HUN"
"Hungary",2014,16,65.0876898865185,35,34.8650847319942,26,57.5957103355712,11,74.2630700574652,5,82.5444784525635,23,63.4504646293072,"HU","HUN"
"Hungary",2019,4,80.4404167339249,35,46.9770184700364,25,54.4362531357537,8,79.4408864258642,2,98.5698739818727,14,68.7340959141262,"HU","HUN"
"Hungary",2016,17,61.7669417500836,35,32.7606479405532,26,57.4856374530117,9,73.7587925731641,6,83.1194065467223,25,62.2132287934893,"HU","HUN"
"Iceland",2018,12,68.2947401598452,18,62.2135642118808,23,61.239551072021,28,52.5774372805563,23,59.3527444803233,25,59.6859430523515,"IS","ISL"
"Iceland",2019,12,68.5571783342257,19,69.3031030952535,23,58.7429891277622,28,56.730907420331,22,69.708851186307,23,61.8524957321971,"IS","ISL"
"Iceland",2014,10,69.5319998446967,22,56.3403307520343,31,50.2999377668747,27,56.6201486305896,13,75.0947324957728,25,62.2073501838914,"IS","ISL"
"Iceland",2015,10,66.9198621053226,18,62.7220633172254,22,63.2614634048194,28,55.6625185091752,11,74.8662012798991,21,66.7577569588859,"IS","ISL"
"Iceland",2016,11,69.3662922963872,18,62.4145694996483,24,62.678137415474,28,54.9571613368835,11,74.9928714540691,15,66.6467694717529,"IS","ISL"
"Iceland",2017,13,65.9346575271173,17,62.2057974611437,24,62.2113189292289,28,57.7774929654198,22,59.5182722080019,24,62.5536099345311,"IS","ISL"
"Ireland",2014,4,85.6741721572034,23,54.9750023249262,11,72.7884030608922,31,49.6865924801545,15,70.5030019171084,14,69.1248234961926,"IE","IRL"
"Ireland",2016,4,78.0481717545382,23,55.0864398546245,13,72.4023768788878,31,46.9539750876588,14,70.9132320165286,16,66.5363350641631,"IE","IRL"
"Ireland",2017,5,72.334374381463,23,54.9559828990801,12,72.4474416113178,32,49.1071064420631,12,71.2892214939363,16,66.241777986646,"IE","IRL"
"Ireland",2018,5,77.0755436823449,23,55.9680939229094,11,72.6429013934469,32,46.9397918849777,14,70.5122171459178,14,64.8754633392445,"IE","IRL"
"Ireland",2015,4,81.9721678923143,23,56.5363324915128,11,72.4766499015339,31,48.2732249792885,14,70.3699783940059,14,68.3210497632441,"IE","IRL"
"Ireland",2019,5,77.8979380298422,23,63.5202509119744,11,71.8827154073372,33,50.0400874811675,13,81.0744230081324,17,67.0124027338217,"IE","IRL"
"Israel",2016,24,55.4529854374516,14,66.5122504761884,15,68.8342078520157,36,32.2658766143792,33,45.8933375226629,30,52.3393948240312,"IL","ISR"
"Israel",2017,27,51.322019318363,14,66.3559996797633,15,68.5216124480385,36,35.7100354376678,33,46.4585018740701,30,53.4207803388743,"IL","ISR"
"Israel",2018,27,49.8752095069906,14,67.3077548763542,15,68.2129306956902,36,31.7415016536849,33,45.8416554872656,30,49.5599371982628,"IL","ISR"
"Israel",2019,27,50.1373141849469,13,74.7848684162103,15,66.5907342779112,36,34.0179465511594,33,55.5034258660266,31,52.0511175046485,"IL","ISR"
"Israel",2014,26,58.6538886127293,13,63.9653164447266,14,68.0484597025821,36,31.8630983638583,32,45.9989246271388,32,52.5605029684584,"IL","ISR"
"Israel",2015,25,55.6822839360314,14,66.5209996767608,15,68.430316776557,36,32.2696942362545,33,44.8067913188095,32,52.6840540439908,"IL","ISR"
"Italy",2014,29,53.6971858589779,18,58.5787777256815,35,40.1928231111888,32,49.6430355246801,30,54.5753538023346,34,48.8825549251674,"IT","ITA"
"Italy",2018,30,45.8273043862208,24,53.6597003128087,35,40.8239500722392,30,48.2097056000051,28,53.1290307356254,35,43.3265675206266,"IT","ITA"
"Italy",2015,32,45.2296889506608,20,59.8251932845979,34,40.732113836653,33,43.7047756309817,29,52.3879634077384,35,45.294906762277,"IT","ITA"
"Italy",2016,34,43.4341480649616,21,58.2384922162666,35,39.561429315665,33,43.0604445469746,29,52.7947901455471,35,43.312486809842,"IT","ITA"
"Italy",2017,32,49.1310888965092,21,58.1107989359405,35,39.3208262541443,34,47.7085776227001,28,52.3955675572908,35,46.9442241402418,"IT","ITA"
"Italy",2019,31,46.1595086636109,27,61.5303548254828,35,37.2644815403142,31,50.7175893310459,27,62.2472509519541,34,44.12164778413,"IT","ITA"
"Japan",2017,34,39.7643210395951,3,94.3320997307376,28,55.928255305121,31,49.1631393847195,24,58.8786219320592,26,60.3900929344823,"JP","JPN"
"Japan",2014,36,31.7730767020476,3,93.1931006794282,28,55.067786731392,30,51.4794612359959,24,58.9613776322848,27,58.7994284439335,"JP","JPN"
"Japan",2019,36,33.0627067157209,3,95.3496744134279,30,48.158273358189,32,50.3237717334437,21,70.8357222757582,28,57.2049673744949,"JP","JPN"
"Japan",2016,35,35.5701596447123,3,93.6354870243579,29,55.7239275295133,32,46.4893221285004,24,59.1150640588984,27,57.9752134904584,"JP","JPN"
"Japan",2018,36,32.7118891675758,3,93.9095461087829,30,50.9033771404041,34,46.7348751245322,24,59.3421820620671,28,55.2163426941582,"JP","JPN"
"Japan",2015,35,33.1113888439121,4,93.4045909775002,29,55.5980283537769,30,50.8895386268402,24,58.861392365407,26,59.3610081927431,"JP","JPN"
"Korea",2016,25,54.2790398898517,2,97.6061155061636,27,56.6938315527906,13,68.568626143166,34,45.3033884551805,20,66.0117771419209,"KR","KOR"
"Korea",2019,33,44.1746413420365,2,97.7265141215791,26,53.3508138591371,20,65.1590023773635,34,43.7316583213714,26,59.6051489434202,"KR","KOR"
"Korea",2017,25,52.3910757724235,2,97.5390856652282,27,56.5055526753734,17,71.5077849110955,34,45.6955355827114,18,66.0854283317426,"KR","KOR"
"Korea",2014,23,60.3788618669549,4,92.2111905328144,27,56.3025334462423,17,66.5875494252781,33,44.4598343489315,19,66.0854432830388,"KR","KOR"
"Korea",2015,21,57.4478870161398,2,94.3397447897265,28,56.7308511335916,15,70.1351567147486,34,44.7085155825566,20,67.0970497242963,"KR","KOR"
"Korea",2018,33,44.2786691128198,2,96.4528283821413,26,56.1983614629767,21,60.4397289792694,34,45.199255542327,24,59.9438665170953,"KR","KOR"
"Latvia",2018,2,92.5804225473196,26,51.2046316677386,5,83.5247553468131,3,91.6849900707901,8,77.7903198272057,2,83.7637198743375,"LV","LVA"
"Latvia",2017,3,81.9252964964387,29,46.8621116252788,6,84.0154738005425,2,98.4610809683633,3,84.8843919215229,2,84.0510900565225,"LV","LVA"
"Latvia",2014,3,88.560063798876,34,36.741852771407,5,84.1367345139397,2,87.1739909529596,6,82.096187139028,4,80.3490269619912,"LV","LVA"
"Latvia",2016,3,87.7940573454682,30,46.9966165670319,5,84.2828475923269,3,88.0693552082572,4,84.9039330144596,2,84.4460519772797,"LV","LVA"
"Latvia",2019,1,100,29,60.9482002540176,6,82.4306486925868,6,88.274218614464,7,87.8307404515872,3,86.0275002573805,"LV","LVA"
"Latvia",2015,3,86.9240232166908,31,47.187475088275,5,84.2723095705771,3,88.1463075750644,4,84.6410269700871,2,84.0290085437059,"LV","LVA"
"Lithuania",2019,3,85.7027155260857,24,62.2476455740536,7,79.6543496219757,3,96.7886656789412,17,76.9941790010626,4,81.5506062890648,"LT","LTU"
"Lithuania",2015,2,89.8746833408633,30,49.2595578195588,7,81.6502364070514,2,88.2338647612629,15,70.1549034470609,4,80.8102599710735,"LT","LTU"
"Lithuania",2016,2,90.0674486748525,28,47.7911671566575,7,81.4896657790897,4,84.0299057649802,15,70.736025585625,4,79.6126194249994,"LT","LTU"
"Lithuania",2017,2,84.7734820538982,27,47.7316822739326,7,81.2999976166468,5,90.4320474822103,14,70.574388021457,5,78.8196344315187,"LT","LTU"
"Lithuania",2018,3,85.654763099619,28,50.24770703572,6,81.196233620903,4,89.6490151219926,13,70.7837950355245,4,78.7484595581901,"LT","LTU"
"Lithuania",2014,2,91.3701816772657,30,47.4981318935847,7,81.4718396091451,3,86.9667319488093,16,69.9220057688747,5,80.09607062712,"LT","LTU"
"Luxembourg",2015,30,47.5602598285187,3,93.7628444140829,20,64.7514309544138,16,69.9729023447584,2,89.7164662816007,5,78.5495721054002,"LU","LUX"
"Luxembourg",2019,23,53.8946119533133,4,94.4729379424251,19,62.5261004419796,16,70.9002527645859,5,94.2683105413374,6,77.0737690230985,"LU","LUX"
"Luxembourg",2014,31,50.6598740138338,1,100,21,64.2756377705527,15,70.2470726665931,2,88.8765042048957,3,80.6516680884546,"LU","LUX"
"Luxembourg",2018,26,51.4568883265216,4,92.6692826468142,19,64.5249480362372,16,66.0942007455134,2,90.5302080502522,5,76.5782952395086,"LU","LUX"
"Luxembourg",2016,32,48.1241580132996,4,93.6161275173605,20,64.9934510385202,16,68.0053462137195,2,89.8308502749721,6,77.5502217402127,"LU","LUX"
"Luxembourg",2017,26,51.9070170848282,4,93.431167042752,20,64.8270828843243,14,73.2700513780008,2,90.1222550708751,4,79.0001163860966,"LU","LUX"
"Mexico",2017,31,49.1615863715852,26,49.5392385143808,8,76.3056808070669,12,74.3681248483496,35,31.1921856636639,29,55.1813452264409,"MX","MEX"
"Mexico",2019,32,45.2724093570205,25,62.2181538368689,9,74.758082832733,12,73.9229888053134,35,36.2844921913264,29,54.2640016417397,"MX","MEX"
"Mexico",2016,30,49.4738522931436,25,49.6593731789938,8,76.5000638958134,15,68.2291617822967,35,31.294807503013,29,53.6662282926197,"MX","MEX"
"Mexico",2018,32,44.8164783644228,27,51.0882768958949,8,76.0537073833877,12,69.6819818445945,35,32.8823134303754,29,52.2344818453525,"MX","MEX"
"Mexico",2015,31,46.2603487964189,26,52.4272990555222,8,76.3685685992332,17,67.2186686962796,36,30.7625699932008,31,53.7099009600026,"MX","MEX"
"Mexico",2014,32,49.9772953036461,25,51.9795463486491,9,76.1052593422489,7,82.9797347524273,36,30.47503513166,28,58.001661296647,"MX","MEX"
"Netherlands",2019,19,57.1000199218641,12,75.82450419819,12,70.5708935154741,21,64.2421259351209,3,96.3455142798804,9,72.6507320804349,"NL","NLD"
"Netherlands",2016,14,64.8483501102864,10,69.7705588960408,12,72.560506536915,20,61.0091511292253,1,100,5,78.5364169606965,"NL","NLD"
"Netherlands",2015,19,59.7236719305745,12,69.5615405778864,10,73.3247314477765,29,51.9208585109659,1,100,9,75.3923961767199,"NL","NLD"
"Netherlands",2017,19,58.3818323477598,10,69.6006224566764,11,72.509796241772,21,64.490171168657,1,100,6,77.2314314493253,"NL","NLD"
"Netherlands",2014,14,67.0931611821229,11,67.1799700601879,10,73.6199187157775,29,51.9463562192628,1,100,8,76.4430432360621,"NL","NLD"
"Netherlands",2018,18,56.9995742062575,11,70.192849928375,12,72.1747882948787,22,60.053818458479,1,100,7,74.9196898772233,"NL","NLD"
"New Zealand",2018,23,52.9880891821942,6,88.3419652464819,2,89.0677680783269,5,83.8962176235762,15,69.9231315739458,3,81.6230578379152,"NZ","NZL"
"New Zealand",2019,24,53.6708988703743,6,91.8054156844973,2,88.8233219344539,4,90.8265100630698,9,85.774500194104,2,86.4555783206633,"NZ","NZL"
"New Zealand",2017,22,55.7056886535415,6,83.7861740396985,2,88.8001280928951,4,91.0808695325602,15,69.7876017244618,3,82.6685309138878,"NZ","NZL"
"New Zealand",2016,23,55.8059047503798,6,83.9695884749858,2,88.649020388054,5,83.5164290064331,16,69.9347747563652,3,82.2406247907488,"NZ","NZL"
"New Zealand",2014,18,63.5876618754611,6,78.6722167641868,2,88.7836413175206,5,85.5277117623595,17,69.23409242632,2,83.3184254443247,"NZ","NZL"
"New Zealand",2015,24,55.7317416011676,6,84.1711507668347,2,88.6163507685601,5,85.1629644364338,16,69.653646854689,3,83.1381482641544,"NZ","NZL"
"Norway",2016,15,63.9076369498992,19,60.0784112969831,25,60.5323499510923,12,68.9258371749732,20,63.2146037681085,22,64.3910029452976,"NO","NOR"
"Norway",2015,20,59.4058714503156,19,61.0755146415568,25,60.2778868198492,13,71.3083027518845,20,63.1400033021613,22,64.4303703096471,"NO","NOR"
"Norway",2014,20,62.6778651547619,17,59.2131788318371,24,60.8215347528125,14,72.0332500330679,22,62.6609438428305,20,64.7826202738579,"NO","NOR"
"Norway",2019,13,66.3727625650407,18,69.3043550742423,24,58.5402431225528,13,72.5155760004735,20,74.5489468919683,19,66.3521597632726,"NO","NOR"
"Norway",2017,15,63.4141134958493,19,59.8514625366517,25,60.2213738963379,15,73.1508723854154,19,62.8749522614034,21,64.9901483017125,"NO","NOR"
"Norway",2018,13,64.5392421613534,19,60.8610456730203,24,60.7918976086143,14,68.3800984484428,19,63.4867954745164,19,63.3907982370478,"NO","NOR"
"Poland",2016,10,69.6365177119893,36,30.4969706665801,33,45.8151781590058,10,72.5548065114134,32,48.2583366841413,32,50.6257820772435,"PL","POL"
"Poland",2018,11,68.3881480597665,36,29.4703812048286,33,46.1685829987275,11,71.5438859550012,32,47.8340272021344,32,48.2760746613768,"PL","POL"
"Poland",2015,11,66.6789948494856,36,28.9849918970796,33,45.7687878623581,12,72.9745533263685,32,47.9317295456707,33,49.5978881559606,"PL","POL"
"Poland",2017,12,65.9689588013477,36,30.3357381617505,32,46.0847706298737,10,77.5551967897203,32,47.6203879565088,32,51.2274768567031,"PL","POL"
"Poland",2019,14,64.9253812554776,36,25.2037022754424,33,43.0177953713404,9,77.8491144682801,32,56.0472420869332,35,43.6029373502195,"PL","POL"
"Poland",2014,12,69.0019664022428,36,28.5191978612166,30,50.3893785812056,13,73.2334669852684,21,66.2162084706949,30,56.1054535061928,"PL","POL"
"Portugal",2016,27,51.9563301852534,33,41.33766449371,21,63.8885632694699,34,43.0349270256825,30,49.7784374348163,34,47.0507620845491,"PT","PRT"
"Portugal",2015,27,52.4176698719778,32,44.9623515438847,21,64.0209844796356,34,42.6305684200453,30,49.3134204342138,34,48.3939265911478,"PT","PRT"
"Portugal",2017,33,46.9830164731315,32,43.2261207236423,21,63.4219963981633,33,48.9200297625831,30,49.7729893287554,34,48.7134958338665,"PT","PRT"
"Portugal",2019,35,38.866041594248,32,56.734056438806,21,60.683960444699,30,50.8957428667673,30,59.9397539339054,33,46.6593301553874,"PT","PRT"
"Portugal",2018,35,38.9490516266904,32,45.0451963098767,20,63.2443530140176,31,47.0572182604462,30,51.096161223106,34,44.680959441243,"PT","PRT"
"Portugal",2014,30,52.7256554499949,31,43.5473002884374,22,64.1969853591546,34,41.5553454775677,34,41.1617212833819,35,45.416688034367,"PT","PRT"
"Slovak Republic",2016,13,66.3612042278424,34,40.341143461141,4,87.0850055584711,2,95.1955828243213,23,62.0717541190434,10,73.6279132301483,"SK","SVK"
"Slovak Republic",2018,14,63.4867168056338,33,42.3798813867483,4,86.9996774977385,2,91.70485954839,22,61.2303275962304,10,70.7028186711678,"SK","SVK"
"Slovak Republic",2019,15,63.6394822882827,33,54.1519667117864,4,86.2010919759049,2,99.7068962302231,31,59.2666566723975,12,71.4392934423411,"SK","SVK"
"Slovak Republic",2017,11,67.1534979448598,34,40.2187111658401,4,87.0923314731511,1,100,27,52.770604264277,11,71.4730988902459,"SK","SVK"
"Slovak Republic",2015,17,60.2808577857501,34,38.8935610550218,4,87.1168204207791,4,86.3345808265129,22,61.7207430778388,13,69.3911395037159,"SK","SVK"
"Slovak Republic",2014,19,63.1946719183873,33,36.9756548933848,4,87.0526756403444,4,86.2590167851751,8,77.4379874698944,10,73.3392239757919,"SK","SVK"
"Slovenia",2019,11,70.9113255431653,30,59.2623316514249,22,60.2637748862544,17,70.5803069810311,15,79.3214173873573,20,65.2531909287073,"SI","SVN"
"Slovenia",2018,10,70.3997876510081,29,49.0656043587633,22,62.5082830168783,13,68.961385753418,16,69.7712615861524,17,63.9147761666161,"SI","SVN"
"Slovenia",2016,5,76.06080741536,29,47.2820631562817,22,63.1769148288822,14,68.4222599770201,17,69.8975581035143,17,66.4884345977243,"SI","SVN"
"Slovenia",2014,5,78.52587111675,28,48.4677238768829,16,67.4932030627172,16,70.1639906493714,18,69.0335561885693,15,68.8057709253405,"SI","SVN"
"Slovenia",2017,10,68.9619241368352,28,47.1189056441835,23,62.9522314353532,16,72.742321028011,16,69.6292281661742,19,65.5210310922131,"SI","SVN"
"Slovenia",2015,5,76.5800464667081,28,50.4863434516872,23,62.8725390929218,14,70.3438920206813,17,69.5796380225835,16,67.9235093547753,"SI","SVN"
"Spain",2019,22,54.2116412857539,14,74.224304471092,32,43.1711174163637,14,71.6474546930755,19,74.8862187175612,24,60.4363090690736,"ES","ESP"
