ISO_2,ISO_3,country,year,corporate_rate,loss_carryback,loss_carryforward,machines_cost_recovery,buildings_cost_recovery,intangibles_cost_recovery,inventory,allowance_corporate_equity,patent_box,r_and_d_credit,digital_services_tax,corporate_time,profit_payments,other_payments,top_income_rate,threshold_top_income_rate,tax_wedge,labor_payments,labor_time,capital_gains_rate,index_capital_gains,dividends_rate,vat_rate,vat_threshold,vat_base,consumption_time,property_tax,property_tax_collections,net_wealth_str,estate_or_inheritance_tax_str,transfer_tax,asset_tax_str,capital_duties_str,financial_transaction_tax_str,dividends_exemption,capital_gains_exemption,country_limitations,dividends_withholding_tax,interest_withholding_tax,royalties_withholding_tax,tax_treaties,cfc_rules,thin_capitalization_rules
JP,JPN,Japan,2015,0.3211,0.5,5.85,0.769602273,0.278958449,0.787075165,0.5,0,0,0.1,0,102,2,13,0.5084,4.486476,1.148240751,3,74.5,0.204,0,0.20315,8,88240.34416,0.700816221,22,0.5,0.807110877,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2042,0.2042,0.2042,62,0.666666667,0.5
JP,JPN,Japan,2016,0.2997,0.5,5.4,0.769602273,0.278958449,0.787075165,0.5,0,0,0.06,0,102,3,13,0.55945,8.739852,1.141982149,3,74.5,0.204,0,0.2032,8,94939.71328,0.686424186,22,0.5,0.80089597,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2042,0.2042,0.2042,62,0.666666667,0.5
JP,JPN,Japan,2017,0.2997,0.5,4.95,0.769602273,0.278958449,0.787075165,0.5,0,0,0.0625,0,87,3,13,0.55945,8.632352,1.13836205,3,72.5,0.204,0,0.2032,8,94939.71328,0.730116435,22,0.5,0.78810609,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2042,0.2042,0.2042,63,0.333333333,0.5
JP,JPN,Japan,2018,0.2974,0.5,5,0.769602273,0.278958449,0.787075165,0.5,0,0,0.0875,0,38,3,13,0.55945,8.595115,1.136713113,3,70.5,0.204,0,0.2032,8,100407.5684,0.715980184,20,0.5,0.802300722,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2,0.2,0.2,66,0.333333333,0.5
JP,JPN,Japan,2019,0.2974,0.5,5,0.769602273,0.278958449,0.787075165,0.5,0,0,0.0875,0,38,3,13,0.55945,8.493955,1.134149609,3,70.5,0.204,NA,0.2032,8,100407.5684,0.717716685,20,0.5,0.80288649,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2,0.2,0.2,69,0.333333333,0.5
JP,JPN,Japan,2020,0.2974,0.5,5,0.769602273,0.278958449,0.787075165,0.5,0,0,0.0875,0,38,3,13,0.55945,8.469925,1.133560821,3,70.5,0.204,NA,0.2032,10,98547.46166,0.720545719,20,0.5,0.794238963,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2,0.2,0.2,70,0.333333333,1
JP,JPN,Japan,2021,0.2974,0.5,5,0.769602273,0.278958449,0.787075165,0.5,0,0,0.0875,0,38,3,13,0.55945,8.40772,1.148698436,3,70.5,0.2032,NA,0.2032,10,96700.50527,0.77371954,20,0.5,0.800072506,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2042,0.2042,0.2042,70,0.333333333,1
KR,KOR,Korea,2014,0.242,0.5,10,0.921720532,0.547953911,0.737888703,1,0,1,0.1525,0,94,1,8,0.41799999,9.142187,1.13137221,2,74,0,1,0.35398,10,26238.6012,0.658756694,39,0,0.304618634,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,80,0.666666667,0.5
KR,KOR,Korea,2015,0.242,0.5,10,0.921720532,0.547953911,0.737888703,1,0,1,0.145,0,82,1,8,0.418,4.583659,1.153468623,2,80,0,1,0.35398,10,26238.6012,0.639892412,25,0,0.30950094,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,83,0.5,0.5
KR,KOR,Korea,2016,0.242,0.5,8,0.921720532,0.547953911,0.737888703,1,0,1,0.135,0,82,1,8,0.418,4.456371,1.241161713,2,80,0,1,0.35398,10,26928.47125,0.659115576,25,0,0.321530434,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,85,0.5,0.5
KR,KOR,Korea,2017,0.242,0.5,8,0.921720532,0.547953911,0.737888703,1,0,1,0.135,0,83,2,8,0.418,4.27601,1.224110517,2,80,0,1,0.3784,10,26928.47125,0.604802288,25,0,0.330420586,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,91,0.5,0.5
KR,KOR,Korea,2018,0.275,0.5,7,0.921720532,0.547953911,0.737888703,1,0,1,0.13,0,83,2,8,0.43999998,12.88879,1.203166453,2,80,0,1,0.4028,10,27364.38899,0.661216373,25,0,0.331765292,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,93,0.5,0.5
KR,KOR,Korea,2019,0.275,0.5,6,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,83,2,8,0.46200005,12.244843,1.207602939,2,80,0,NA,0.4028,10,27364.38899,0.687587947,25,0,0.343298846,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,93,0.5,1
KR,KOR,Korea,2020,0.275,0.5,9,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,83,2,8,0.46199998,11.903192,1.243840406,2,80,0,NA,0.4028,10,34875.04284,0.68028758,25,0,0.351025651,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,93,0.5,1
KR,KOR,Korea,2021,0.275,0.5,9,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,75,2,8,0.46200001,11.923785,1.236703575,2,80,0,NA,0.4395,10,34519.89929,0.697104008,19,0,0.375904859,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0,0,1,0.22,0.22,0.22,93,0.5,1
LV,LVA,Latvia,2014,0.15,0,100,0.905263158,0.614285714,0.869865254,0.5,0,0,0,0,31,1,5,0.24,0.104378,1.038924312,1,99,0.15,0,0.1,21,100402,0.456554296,94,0.5,0.385493051,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0.05,0.05,56,0,0.5
LV,LVA,Latvia,2015,0.15,0,100,0.905263158,0.614285714,0.869865254,0.5,0,0,0.28,0,31,1,5,0.24,0.113023,1.043318638,1,99,0.15,0,0.1,21,100604,0.488354801,94,0.5,0.38231012,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,57,0,0.5
LV,LVA,Latvia,2016,0.15,0,100,0.905263158,0.614285714,0.869865254,0.5,0,0,0.28,0,28,1,5,0.23,0.104819,1.038942676,1,99,0.15,0,0.1,21,98619.32939,0.505520343,66,0.5,0.408427573,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,58,0,0.5
LV,LVA,Latvia,2017,0.15,0,75,0.905263158,0.614285714,0.869865254,0.5,0,0,0.28,0,28,1,5,0.23,0.13215,1.049920311,1,99,0.15,0,0.1,21,98619.32939,0.517874599,66,0.5,0.405497762,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,59,0,0.5
LV,LVA,Latvia,2018,0.2,100,100,0.905263158,0.614285714,0.869865254,1,1,0,0.28,0,22.5,1,5,0.23,0.140346,1.052674595,1,80,0.2,0,0,21,79773.92071,0.541874183,66,0.5,0.449163018,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,61,0,1
LV,LVA,Latvia,2019,0.2,100,100,1,1,1,1,1,0,0,0,22.5,1,5,0.314,4.625039,1.0859958,1,80,0.2,NA,0,21,79773.92071,0.542219103,66,0.5,0.453668893,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,61,0.333333333,1
LV,LVA,Latvia,2020,0.2,100,100,1,1,1,1,1,0,0,0,22.5,1,5,0.314,4.904767,1.099298722,1,80,0.2,NA,0,21,80850.71118,0.583164675,66,0.5,0.422295624,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,62,0.333333333,1
LV,LVA,Latvia,2021,0.2,100,100,1,1,1,1,1,0,0,0,22.5,1,5,0.314,7.70E-05,1.129317558,1,80,0.2,NA,0,21,81311.72068,0.59063926,66,0.5,0.410457662,No,No,Stamp Duty on Transfer of Real Property,No,No,No,1,1,1,0,0,0,62,0.333333333,1
LT,LTU,Lithuania,2014,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,0,0.28,0,32,1,8,0.15,0.211872,1.064012242,2,85,0.15,NA,0.15,21,101580,0.498426409,58,0.5,0.194083206,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,49,0.333333333,0.5
LT,LTU,Lithuania,2015,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,0,0.28,0,32,1,8,0.15,0.243957,1.080373712,2,85,0.15,1,0.15,21,100897,0.49582169,58,0.5,0.188257805,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,50,0.333333333,0.5
LT,LTU,Lithuania,2016,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,0,0.28,0,28,1,8,0.15,0.231005,1.058136445,2,85,0.15,NA,0.15,21,100671,0.506830121,58,0.5,0.202475129,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,53,0.333333333,0.5
LT,LTU,Lithuania,2017,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,0,0.28,0,28,1,8,0.15,0.256148,1.070808194,2,85,0.15,NA,0.15,21,100223,0.511686888,58,0.5,0.226023744,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,53,0.333333333,0.5
LT,LTU,Lithuania,2018,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,28,1,8,0.15,0.364149,1.102690464,2,85,0.15,NA,0.15,21,97563.0908,0.512844613,58,0.5,0.215870196,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,53,0.333333333,0.5
LT,LTU,Lithuania,2019,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,18,1,8,0.15,0.40847,1.109698051,2,34,0.2,NA,0.15,21,97563.0908,0.527731196,57.25,0.5,0.20796455,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,54,0.333333333,1
LT,LTU,Lithuania,2020,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,18,1,8,0.27,8.833133,1.148462276,1,34,0.2,NA,0.15,21,98948.72477,0.525730123,47,0.5,0.207916327,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,54,0.333333333,1
LT,LTU,Lithuania,2021,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,18,1,8,0.32,6.348539,1.191110522,1,34,0.2,NA,0.15,21,99945.58518,0.540954807,43,0.5,0.204338105,No,Inheritance Tax,No,No,No,No,1,1,1,0.15,0.1,0.1,54,0.333333333,1
LU,LUX,Luxembourg,2014,0.2922,0,100,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,21,5,6,0.436,3.048602,1.360545623,12,14,0,1,0.2,15,25182.62462,1.11210178,24,0.5,0.051967565,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,69,0,0.5
LU,LUX,Luxembourg,2015,0.2922,0,100,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,19,5,6,0.436,2.982644,1.348802846,12,14,0,1,0.2,17,25182.62462,1.161993218,22,0.5,0.048865686,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,74,0,0.5
LU,LUX,Luxembourg,2016,0.2922,0,100,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,19,5,6,0.436,2.932785,1.345922196,12,14,0,1,0.2,17,27777.77778,1.233812696,22,0.5,0.049099018,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,74,0,0.5
LU,LUX,Luxembourg,2017,0.2708,0,17,0.870869546,0.479318672,0.869865254,1,0,0,-0.01,0,19,5,6,0.436,2.902134,1.342252747,12,14,0,1,0.21,17,27777.77778,0.949323642,22,0.5,0.047854358,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,79,0,0.5
LU,LUX,Luxembourg,2018,0.2601,0,17,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,19,5,6,0.4578,3.679296,1.379497875,12,14,0,1,0.21,17,33690.37646,0.917306739,22,0.5,0.047391235,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,80,0,0.5
LU,LUX,Luxembourg,2019,0.2494,0,17,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,19,5,6,0.4578,3.587221,1.386022543,12,14,0,NA,0.21,17,33690.37646,0.864766363,22,0.5,0.046966215,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,82,0.333333333,1
LU,LUX,Luxembourg,2020,0.2494,0,17,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,19,5,6,0.4578,3.526601,1.369662507,12,14,0,NA,0.21,17,35513.17124,0.891572931,22,0.5,0.045490537,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,83,0.333333333,1
LU,LUX,Luxembourg,2021,0.2494,0,17,0.870869546,0.479318672,0.869865254,1,0,1,-0.01,0,19,5,6,0.4578,3.708243,1.384465924,12,14,0,NA,0.21,17,34715.23096,0.885681766,22,0.5,0.04453203,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax  on Corporate Net Assets,No,No,1,1,0,0.15,0,0,83,0.333333333,1
MX,MEX,Mexico,2014,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,-0.01,0,155,1,3,0.3,3.999949,1.272814093,2,43.5,0.1,1,0.17142857,16,0,0.31390883,113,0.5,0.095930125,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.4,0.4,50,0.666666667,0.5
MX,MEX,Mexico,2015,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,-0.01,0,150,1,3,0.35,29.08548,1.252225166,2,38.5,0.1,1,0.17142857,16,0,0.284151079,100,0.5,0.093184123,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.4,0.4,54,0.666666667,0.5
MX,MEX,Mexico,2016,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,-0.01,0,150,1,3,0.35,27.92276,1.255672886,2,38.5,0.1,1,0.17142857,16,0,0.321198757,100,0.5,0.10623145,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.4,0.4,55,0.666666667,0.5
MX,MEX,Mexico,2017,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,-0.01,0,102,1,3,0.35,26.87409,1.237467322,2,38.5,0.1,1,0.17142857,16,0,0.321958319,100,0.5,0.09598003,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.4,0.4,55,0.666666667,0.5
MX,MEX,Mexico,2018,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.0575,0,102,1,3,0.35,25.660191,1.211567896,2,38.5,0.1,1,0.17142857,16,0,0.333996868,100,0.5,0.090468317,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.35,0.35,58,0.666666667,0.5
MX,MEX,Mexico,2019,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,102,1,3,0.35,28.201692,1.243005935,2,38.5,0.1,NA,0.17142857,16,0,0.318029012,100,0.5,0.090955566,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.35,0.35,59,0.666666667,0.5
MX,MEX,Mexico,2020,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,102,1,3,0.35,26.30794,1.21031974,2,38.5,0.1,NA,0.17142857,16,0,0.338390807,100,0.5,0.092360923,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.35,0.35,59,0.666666667,1
MX,MEX,Mexico,2021,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,102,1,3,0.35,26.70343,1.216169476,2,38.5,0.1,NA,0.17142857,16,0,0.338390807,100,0.5,0.087598467,No,Income Tax Can Apply,Real Estate Transfer Tax,No,No,No,0,0,1,0.1,0.35,0.35,59,0.666666667,1
NL,NLD,Netherlands,2014,0.25,1,9,0.941064314,0.338474733,0.737888703,1,0,1,0.1975,0,22,1,7,0.52,1.215933,1.5227268,1,64,0.3,1,0.22,21,1537.193296,0.515894956,38,0.5,0.346578646,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0,0
NL,NLD,Netherlands,2015,0.25,1,9,0.813463195,0.338474733,0.737888703,1,0,1,0.195,0,22,1,7,0.52,1.2394,1.530651919,1,64,0.3,1,0.25,21,1537.193296,0.471629156,34,0.5,0.39632069,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0,0
NL,NLD,Netherlands,2016,0.25,1,9,0.813463195,0.338474733,0.737888703,1,0,1,0.195,0,22,1,7,0.52,1.221825,1.321935473,1,64,0.3,1,0.25,21,1620.481928,0.468596682,34,0.5,0.492242318,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0,0
NL,NLD,Netherlands,2017,0.25,1,9,0.813463195,0.338474733,0.737888703,1,0,1,0.225,0,22,1,7,0.52,1.393037,1.330414682,1,64,0.3,1,0.25,21,1620.481928,0.487597336,34,0.5,0.481683941,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0,0
NL,NLD,Netherlands,2018,0.25,1,9,0.813463195,0.338474733,0.737888703,1,0,1,0.225,0,21,1,7,0.52,1.38825,1.345217309,1,64,0.3,1,0.25,21,1650.193361,0.514299988,34,0.5,0.487261305,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0,0
NL,NLD,Netherlands,2019,0.25,1,6,0.813463195,0.338474733,0.737888703,1,0,1,0.215,0,21,1,7,0.5195,1.392983,1.339152947,1,64,0.3,NA,0.25,21,1650.193361,0.519348068,34,0.5,0.499389055,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,97,0.333333333,1
NL,NLD,Netherlands,2020,0.25,1,6,0.813463195,0.338474733,0.737888703,1,0,1,0.225,0,21,1,7,0.5175,1.362743,1.372223407,1,64,0.3,NA,0.2625,21,25479.75188,0.525719536,34,0.5,0.510140014,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0.333333333,1
NL,NLD,Netherlands,2021,0.25,1,6,0.813463195,0.338474733,0.737888703,1,0,1,0.225,0,21,1,7,0.495,1.31969,1.41619522,1,64,0.31,NA,0.269,21,25160.68241,0.559025403,34,0.5,0.480829627,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0.15,0,0,96,0.333333333,1
NZ,NZL,New Zealand,2014,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.015,0,34,1,5,0.33,1.314966,1.551729048,2,59,0,1,0.06944444,15,38134.00067,0.939536673,59,1,1.237390654,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,37,0.333333333,0.5
NZ,NZL,New Zealand,2015,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.015,0,34,1,5,0.33,1.27894,1.528630687,2,59,0,1,0.06944444,15,38134.00067,0.946217467,59,1,1.25652688,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,39,0.333333333,0.5
NZ,NZL,New Zealand,2016,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.02,0,34,1,5,0.33,1.247558,1.509053477,2,59,0,1,0.06944444,15,40816.32653,0.961349668,59,1,1.25882178,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,39,0.333333333,0.5
NZ,NZL,New Zealand,2017,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.02,0,34,1,5,0.33,1.214258,1.488820851,2,59,0,1,0.06944444,15,40816.32653,0.969339279,59,1,1.243972668,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,40,0.333333333,0.5
NZ,NZL,New Zealand,2018,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.02,0,34,1,4,0.33,1.19,1.474424394,2,59,0,1,0.06944444,15,40813.16143,0.953086829,59,1,1.221779106,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,40,0.333333333,0.5
NZ,NZL,New Zealand,2019,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.02,0,34,1,4,0.33,1.159718,1.456836271,2,59,0,NA,0.06944444,15,40813.16143,0.972562201,47,1,1.207946833,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,40,0.333333333,0.5
NZ,NZL,New Zealand,2020,0.28,1,100,0.731914894,0.307142857,0.547953911,0.5,0,0,0.18,0,34,1,4,0.33,1.125754,1.43760305,2,59,0,NA,0.06944444,15,41283.70298,0.967142195,47,1,1.202034238,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,40,0.333333333,0.5
NZ,NZL,New Zealand,2021,0.28,1,100,0.731914894,0.226315789,0.547953911,0.5,0,0,0.18,0,34,1,4,0.33,1.091193,1.418549577,2,59,0,NA,0.15277778,15,41120.9573,0.933034234,47,1,1.192206842,No,No,No,No,No,No,1,1,0,0.3,0.15,0.15,40,0.333333333,0.5
NO,NOR,Norway,2014,0.27,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.235,0,24,1,2,0.4,1.578054,1.283257349,1,15,0.27,0,0.27,25,5181.61744,0.569967551,48,0.5,0.142963974,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,0.97,1,0.25,0,0,88,0.5,1
NO,NOR,Norway,2015,0.27,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.2325,0,24,1,2,0.39,1.593848,1.283820878,1,15,0.27,0,0.27,25,5181.61744,0.570324742,44,0.5,0.150750166,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,0.97,1,0.25,0,0,88,0.5,1
NO,NOR,Norway,2016,0.25,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.2325,0,24,1,2,0.39,1.59951,1.289691652,1,15,0.288,0,0.2875,25,5102.040816,0.56323747,44,0.5,0.153294057,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,0.97,1,0.25,0,0,87,0.5,1
NO,NOR,Norway,2017,0.24,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.225,0,24,1,2,0.387,1.606216,1.296735266,1,15,0.298,0,0.2976,25,5102.040816,0.560195951,44,0.5,0.168856848,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,1,1,0.25,0,0,87,0.5,1
NO,NOR,Norway,2018,0.23,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.2225,0,24,1,2,0.3852,1.613113,1.248128281,1,15,0.3059,0,0.3059,25,4916.693512,0.567706046,44,0.5,0.180349898,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,1,1,0.25,0,0,87,0.5,1
NO,NOR,Norway,2019,0.22,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.22,0,24,1,2,0.384,1.608387,1.302912948,1,15,0.3168,NA,0.3168,25,4916.693512,0.572986754,44,0.5,0.194589587,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,1,1,0.25,0,0,87,0.5,1
NO,NOR,Norway,2020,0.22,2,100,0.781818182,0.373913043,0.737888703,0,0,0,0.22,0,24,1,3,0.382,1.556042,1.301557255,1,15,0.3168,NA,0.3168,25,5034.849719,0.577601737,40,0.5,0.19429576,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,1,1,0.25,0,0,87,0.5,1
NO,NOR,Norway,2021,0.22,0,100,0.86,0.373913043,0.737888703,0,0,0,0.22,0,24,1,3,0.382,1.59324,1.248657109,1,15,0.3168,NA,0.3168,25,5374.645005,0.572691744,40,0.5,0.193615434,Net Wealth Tax,No,Stamp Duty on Transfer of Real Property,No,No,No,0.97,1,1,0.25,0,0,87,0.5,1
PL,POL,Poland,2014,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,0,0,0,70,1,16,0.32,2.416807,1.044142118,2,103,0.19,0,0.19,23,77747.20423,0.430385286,113,0.5,0.827461181,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,84,0,0.5
PL,POL,Poland,2015,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,0,0,0,70,1,16,0.32,2.261463,1.041188099,2,103,0.19,0,0.19,23,77747.20423,0.426273731,113,0.5,0.874632754,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,84,0.5,1
PL,POL,Poland,2016,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,0,0,0,70,1,16,0.32,2.181915,1.039681668,2,103,0.19,0,0.19,23,83333.33333,0.437703103,113,0.5,0.886232396,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,84,0.5,1
PL,POL,Poland,2017,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,0,0.0475,0,70,1,4,0.32,2.110023,1.03865684,2,103,0.19,0,0.19,23,83333.33333,0.436053664,96,0.5,0.884786137,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,84,0.5,1
PL,POL,Poland,2018,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,0,0.095,0,70,1,4,0.32,1.99469,1.03646675,2,103,0.19,0,0.19,23,111214.7262,0.452928846,96,0.5,0.864227055,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,84,0.5,1
PL,POL,Poland,2019,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,1,0.2,0,59,1,4,0.32,1.840838,1.03355953,2,103,0.19,NA,0.19,23,111214.7262,0.492971736,96,0.5,0.876637662,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,85,0.5,1
