"country","year","corporate_rate_rank","corporate_rate","cost_recovery_rank","cost_recovery","incentives_rank","incentives","consumption_tax_rate_rank","consumption_tax_rate","consumption_tax_base_rank","consumption_tax_base","consumption_tax_complexity_rank","consumption_tax_complexity","real_property_tax_rank","real_property_tax","wealth_taxes_rank","wealth_taxes","capital_taxes_rank","capital_taxes","capital_gains_and_dividends_rank","capital_gains_and_dividends","income_tax_rank","income_tax","income_tax_complexity_rank","income_tax_complexity","territorial_rank","territorial","withholding_taxes_rank","withholding_taxes","tax_treaties_rank","tax_treaties","international_regulations_rank","international_regulations","ISO_2","ISO_3"
"Belgium",2015,34,35.1269742320443,2,72.30375106642,24,69.5555386922997,20,45.0445116284083,13,57.0620590408033,28,54.5440086689989,23,60.6660109071333,10,69.2053315678677,27,47.4738408991706,11,81.6293118597535,18,56.5582943453391,8,86.1467693127997,13,98.2957221864458,30,43.102044986999,7,77.492168909512,5,79.6659739725675,"BE","BEL"
"Belgium",2016,34,36.6595034264849,2,70.0748499930224,21,68.1385190763708,20,45.0621840413298,23,49.2997086395033,29,54.4071757413996,23,60.4192683228515,10,69.2053315678677,28,48.3335342608746,13,74.2726769626357,17,57.5438366198331,8,86.1517283085358,13,98.2957221864458,33,38.5979168754834,6,78.0524304431573,5,79.6733711884354,"BE","BEL"
"Canada",2014,22,58.7123289982728,30,38.1022107032896,11,84.7211533399772,8,61.2486488905478,21,52.3743589105988,19,71.5524669335083,33,31.9205839080288,1,100,26,47.4738408991706,31,48.6666190875008,32,47.1284930700337,10,83.0832625194283,26,69.4906745614117,29,42.8908308728009,6,79.099996339958,18,63.2018038452159,"CA","CAN"
"Canada",2019,26,43.1702001841523,24,43.7007668519203,9,83.7642097689118,6,79.8181246426281,17,59.5331940787921,21,71.1624205390336,33,38.7190641404388,1,100,30,46.9634217297816,34,41.8554630301297,25,50.8248757324213,11,82.6843498423273,30,69.938989409291,30,38.366368006963,7,75.6952996716023,5,78.1830888823687,"CA","CAN"
"Canada",2016,24,58.1463447490035,28,33.402329449701,8,82.5237268289128,6,86.7668034552108,19,51.4467394692349,20,71.4194235990863,33,33.6900026138986,1,100,30,47.8438903176724,33,40.8945321726518,20,56.6051827902925,10,83.100796304244,27,69.3842203042763,30,43.1462193291513,6,78.0524304431573,15,63.3667087678125,"CA","CAN"
"Canada",2015,22,57.1336916749665,27,36.6524547253882,9,85.8640572910035,6,86.7625465966239,21,51.1805933972008,19,71.5051994641486,34,32.6768259009428,1,100,27,47.4738408991706,31,48.6410326978395,20,55.7241421355162,10,83.0972569531218,27,69.3842203042763,30,43.102044986999,6,78.8989083526675,16,63.3715731470027,"CA","CAN"
"Canada",2018,25,47.4485769103817,29,39.7795864605015,9,85.3393441203573,6,79.8181246426281,17,60.005623068128,20,71.0520416668954,33,36.6773883604585,1,100,29,47.2443012567277,34,41.7627614585017,21,53.5709541380994,10,82.6150914647884,30,69.938989409291,30,38.3659778839429,7,75.0150666347225,11,63.0349028712379,"CA","CAN"
"Canada",2017,24,58.7288173982405,30,37.1809631218073,7,86.4967811152911,6,79.8032600121603,21,59.2749149081888,20,71.0901211071876,33,35.2916738945508,1,100,30,47.2653181743674,34,41.6131432548818,22,53.9699071471951,10,83.1001436980452,28,69.2581311099488,30,46.2125621216709,6,76.6362891888334,12,62.9464961008364,"CA","CAN"
"Canada",2021,27,38.9706501285368,30,34.0493194513824,7,83.6353006065039,6,79.7277686615851,19,60.265037871966,22,78.8397251065353,33,37.889541056765,1,100,29,47.3486667051353,33,42.0776414062007,29,46.6390902546327,11,82.6871627268718,31,69.740221180426,31,38.2822026579922,4,76.5539389486696,4,77.3545459996439,"CA","CAN"
"Canada",2020,27,40.3620743091274,25,43.5898053540812,9,83.1685453148634,6,79.7277686615851,17,59.5048952234096,22,78.8151236568141,33,37.7291396835199,1,100,30,47.5345818250412,33,41.9542664904494,29,48.233859315019,11,82.6490487234519,31,69.7365288932241,31,38.2781845676018,4,76.5539389486696,4,77.2946630163907,"CA","CAN"
"Chile",2014,11,74.3835617872495,31,38.0476582151168,17,79.4002115456138,13,48.818970232799,3,73.2698137321551,37,21.091961851279,20,64.1722442945275,11,69.2053315678677,4,84.7411728973528,21,63.2355389338691,28,55.979397597213,31,59.0847563352291,35,29.7433109870319,34,35.8612537808294,36,31.7266547105296,6,78.8300170530603,"CL","CHL"
"Chile",2018,19,52.7096305155291,37,23.3738958670552,16,79.7170813630511,12,53.1780491708971,3,82.5540076828771,37,19.7038774807933,17,65.8875756122948,10,69.9587627149608,4,84.814950490463,21,60.4364278785832,11,62.9292708329657,31,55.9255705916246,35,28.352802047628,35,30.8440428587764,36,32.6794850991134,21,46.0662002449144,"CL","CHL"
"Chile",2019,21,48.3658831883269,37,24.2393199282415,15,77.5384769722535,12,53.1780491708971,3,81.3331274444212,37,20.0100474475576,18,66.5663145617914,10,69.9587627149608,4,84.9052295169156,21,60.3264947919506,13,57.9772589732047,31,56.3968656666699,35,28.352802047628,35,30.8448970343446,36,33.335679099252,22,56.3661777647373,"CL","CHL"
"Chile",2015,16,69.8124589260327,29,36.1322803437745,18,78.719123928951,13,53.0672106607575,3,70.8642947328013,37,20.9608508946026,19,64.6579034237051,10,69.2053315678677,4,84.7411728973528,20,64.686517162431,21,54.7969302205138,31,59.2066497633207,35,29.5808588324953,34,36.1398620322479,36,31.0697672853805,5,79.6659739725675,"CL","CHL"
"Chile",2021,2,96.4414373252791,3,68.1091803731097,11,75.8311502507979,12,52.9684232948775,3,83.6049550348368,36,41.809244042972,19,65.8057542989245,10,69.9587627149608,6,84.6993600548321,35,35.7213518105845,18,56.6682115980238,32,59.3838883297704,35,28.042505129447,35,31.182819237194,36,33.1097670006162,22,54.7090919992877,"CL","CHL"
"Chile",2020,2,96.5225699305614,37,24.1138467770584,15,75.4930513571202,12,52.9684232948775,3,81.9078021426505,36,41.7415900562388,18,65.7151339484165,10,70.1353110807781,5,84.7216498238377,35,40.1031437937658,18,54.6414993035345,31,56.0898268508309,35,28.0649076706025,35,31.1805951625331,36,33.1097670006162,22,54.5893260327814,"CL","CHL"
"Chile",2017,20,62.587029936082,37,21.8983204150089,16,81.3074395750913,12,53.1435632282119,3,81.5654243464025,37,19.8095025949372,16,65.5328271156074,10,69.2053315678677,4,84.8526809422139,21,60.6865030616247,18,56.5421845427226,31,59.226293721404,35,29.3884432181887,33,39.6011102784695,36,29.2008763297983,21,46.4560357855769,"CL","CHL"
"Chile",2016,17,66.1044341277141,30,32.3448665854433,16,76.1680772561892,13,53.0823031593838,3,68.9420297054707,37,20.72292498318,17,65.399980290194,10,69.2053315678677,4,84.667263448138,31,45.0040361560936,19,57.0770660578178,31,59.2307346294696,35,29.5808588324953,34,36.2237850993709,36,29.9093746410506,22,47.0600463471895,"CL","CHL"
"Colombia",2015,37,20.0030161539867,13,45.352664238102,22,70.2230233815825,8,65.1012592092812,17,54.3116942402772,23,60.6500373552528,20,63.3223171592575,32,59.3335160248594,22,62.7326680018179,2,97.363460737605,1,100,19,73.176975186841,24,77.8014623709264,37,24.8946993828387,37,17.0023728538255,5,79.6659739725675,"CO","COL"
"Colombia",2020,36,20.0191084029114,33,36.6390448251942,29,55.1757503440438,12,52.9684232948775,22,57.1947619927188,28,68.2226854852212,20,64.3222054490511,32,57.5416813618667,23,63.9011666569491,3,97.4138929413322,1,100,23,71.1275573813682,28,76.5057267183676,28,40.4902120293094,37,16.5596062585006,22,54.5893260327814,"CO","COL"
"Colombia",2019,36,22.5488247824904,32,36.9065397044345,34,51.1304604395604,12,53.1780491708971,21,56.0437729634948,24,60.176675982475,20,64.6970848683987,31,57.881845287173,23,63.1333509944633,3,97.5320623793384,1,100,22,71.3294459178103,26,77.2905348777593,32,37.7995020787764,37,16.669598874065,22,56.3661777647373,"CO","COL"
"Colombia",2014,34,35.2054798148077,12,46.9167712224498,24,71.4444659395517,9,59.7863337543421,12,59.5128395561482,23,60.7153114796067,19,64.6178939341218,1,100,22,62.7326680018179,2,97.4110607719436,2,99.5280811608653,19,73.0968260834383,22,78.2287324261951,37,24.6158967520972,37,17.0966521485002,6,78.8300170530603,"CO","COL"
"Colombia",2016,37,18.9453859575773,13,42.4594505126088,36,47.3664095863572,8,65.1124818364649,13,55.0392849647414,24,60.5315849701668,19,62.8783256216366,32,59.3335160248594,24,63.6662708127365,3,91.26608185616,1,100,19,73.1928118111581,24,77.8014623709264,37,24.9530095144797,37,17.1656245757871,5,79.6733711884354,"CO","COL"
"Colombia",2017,36,27.5123705011589,27,38.7522271641389,34,56.6546806681037,12,53.1435632282119,19,60.9755329310066,24,60.0768339099258,19,63.2959161365835,32,59.3335160248594,23,62.8963599523156,3,97.8000255142793,1,100,19,73.1898917620191,25,77.2953845636244,37,23.6610315807762,37,17.165025305864,12,62.9464961008364,"CO","COL"
"Colombia",2018,37,17.2418534021759,33,36.7689146738886,35,55.4613042670513,12,53.1780491708971,21,58.5276414391102,24,60.0242480161889,20,64.3455747722722,31,57.881845287173,23,62.9128583950879,3,97.6199738408007,1,100,22,71.0195532657258,26,77.2905348777593,33,36.0813216237226,37,16.7168887824084,11,63.0349028712379,"CO","COL"
"Colombia",2021,36,21.7116211561405,32,29.5402958527451,31,52.5285148114371,12,52.9684232948775,20,59.8054786592641,28,68.2595876598029,20,64.307050447867,31,57.881845287173,23,64.1373997626191,2,97.700225605479,1,100,29,68.5317926171426,28,76.4835503229088,28,40.4908013114802,37,16.5596062585006,22,54.7090919992877,"CO","COL"
"Czech Republic",2019,4,67.7286769927043,20,45.7038811918976,10,81.1979771382737,20,45.1052990279483,25,54.9270618593531,36,31.3390965215087,6,74.5804735611481,10,69.9587627149608,7,79.5915745026061,4,91.854877153411,3,88.4748229072874,21,71.6311689896582,15,81.2937219704113,13,63.0198208041778,11,72.2231996246883,11,57.5025953848451,"CZ","CZE"
"Czech Republic",2015,5,80.3780983019213,18,42.8211280267384,12,83.5851907731887,20,45.0445116284083,28,43.5697059610597,34,36.2259226102373,5,73.7256966006345,10,69.2053315678677,7,79.3697667380259,3,91.8038465792861,4,90.1337593754949,20,73.1077989175141,15,80.483489118813,14,65.8612269921994,13,71.86521113689,5,79.6659739725675,"CZ","CZE"
"Czech Republic",2016,5,80.8416366808819,19,39.9995905215019,11,80.4319316184334,20,45.0621840413298,28,43.3964692500088,34,36.033948055098,5,73.7741009553826,10,69.2053315678677,8,80.4330525195298,4,85.7070427570198,4,88.6009039511965,20,73.1204562722932,15,80.483489118813,14,65.8877315974908,11,73.0965276399992,5,79.6733711884354,"CZ","CZE"
"Czech Republic",2014,5,80.4109590137791,19,44.2078928614671,12,84.6311291128307,20,41.5073945517703,27,44.932704044095,33,36.3317117083281,5,73.8573447423553,11,69.2053315678677,7,79.3697667380259,3,91.7907129230998,4,95.9489276472316,20,73.045699192078,15,80.3763083483142,13,65.7344985236806,13,72.1333284532774,6,78.8300170530603,"CZ","CZE"
"Czech Republic",2020,5,65.2256993056136,21,45.761669422166,11,80.5570188483131,20,44.8595307595116,24,53.5792992432629,35,52.5862291366792,5,74.3652588387158,10,70.1353110807781,1,100,4,91.9204433594933,3,89.8944010153979,22,71.4747200614166,15,81.4836655340403,13,62.9669107405611,11,71.7268087322192,9,57.4186809264855,"CZ","CZE"
"Czech Republic",2018,4,70.4435190722057,19,46.2642392753697,11,83.029530158714,20,45.1052990279483,26,54.0740582439637,33,40.7256091274525,6,74.1908549111745,10,69.9587627149608,7,79.4695154896916,4,91.8029771134801,3,89.0435854618716,21,71.3834886025807,15,81.2937219704113,12,63.0195867303657,11,71.5449370006562,5,80.0036054975614,"CZ","CZE"
"Czech Republic",2021,5,64.4143732527912,20,39.4556802009284,10,80.5073818965641,20,44.8595307595116,23,55.1718921853802,35,52.6412895241504,5,74.4833273623186,10,69.9587627149608,1,100,3,91.8901274675961,3,93.6234937994332,22,72.9828733481266,15,81.4984460189716,13,62.9693215947953,11,71.7268087322192,8,57.2672450807713,"CZ","CZE"
"Czech Republic",2017,5,76.6168937100513,19,43.1436600167056,12,84.1509286567937,20,45.064867233076,28,51.1087290017808,31,40.8035813147176,5,73.8054329036382,10,69.2053315678677,7,79.4603823775367,4,91.7032208630115,4,88.4395347669812,20,73.1181224354107,15,80.6104388281366,12,67.7275372730025,11,73.0963330053234,5,79.4369564160959,"CZ","CZE"
"Denmark",2014,18,63.8356166408229,24,40.3256604345733,16,80.8476298114415,33,26.8842431897128,6,66.8793380826447,14,78.3256890921968,24,57.3239661499436,11,69.2053315678677,7,79.3697667380259,36,23.6786267790164,21,58.5224530398142,13,81.3172403357211,15,80.3763083483142,32,41.2759232011263,18,65.1666605665967,24,47.5735906373715,"DK","DNK"
"Denmark",2016,14,71.9993151489812,26,35.2314327576606,13,77.9887266073066,34,29.0219458052217,6,63.0207782628143,15,78.224322742161,24,56.0860555654139,10,69.2053315678677,8,80.4330525195298,36,23.2972635155276,26,52.9089468831093,13,81.383897091082,15,80.483489118813,27,45.9653207502571,20,63.89270814842,22,47.0600463471895,"DK","DNK"
"Denmark",2020,16,54.7934090972977,28,41.7236265003145,12,78.9251834374201,34,28.6417456887797,4,77.3137690063709,16,83.8591418337631,24,58.3772513333273,10,70.1353110807781,8,80.5595519114143,36,24.7247865309704,28,49.689777653536,14,79.9496926259502,15,81.4836655340403,24,45.6848024194896,21,62.0725482993184,31,34.7133439428761,"DK","DNK"
"Denmark",2015,17,66.793704818636,24,38.6668841060889,16,80.308551569365,34,28.99911356371,7,64.049472892983,14,78.2896757822084,25,56.4664793094263,10,69.2053315678677,7,79.3697667380259,36,23.5834135684322,27,52.4897583410972,13,81.3728994353063,15,80.483489118813,27,45.9065086171608,20,64.8315139211125,23,47.0771723214379,"DK","DNK"
"Denmark",2017,15,69.6019618230666,26,39.2223659830349,14,82.6569564908727,34,28.9074752428043,6,73.3965555171483,16,77.9734256054763,24,56.1168152035127,10,69.2053315678677,7,79.4603823775367,36,24.6147558441226,26,52.2052285471856,13,81.3818692791799,15,80.6104388281366,26,48.853090081478,20,62.4764644547931,21,46.4560357855769,"DK","DNK"
"Denmark",2021,16,53.7386852286285,29,34.5369534867263,12,74.6488501420079,34,28.6417456887797,4,79.5998699211528,16,83.8778857954554,24,58.3477122987773,10,69.9587627149608,8,80.4740127626905,36,25.0564736571608,28,50.5758989176439,14,81.4538302875664,15,81.4984460189716,24,45.6883383390331,21,62.0725482993184,31,34.6217910804151,"DK","DNK"
"Denmark",2019,15,58.0472800905156,28,41.729840538151,13,79.9930151203089,34,28.9597987420508,5,76.7217366604078,16,78.0285108868828,24,58.737987342054,10,69.9587627149608,7,79.5915745026061,36,24.6983772852805,27,49.8148627336623,14,80.0898929984794,15,81.2937219704113,23,45.7624038461274,21,62.5013194933293,31,35.6856842672137,"DK","DNK"
"Denmark",2018,14,61.5765747938674,26,42.0181881355714,14,82.1819601785815,34,28.9597987420508,4,76.9621432815091,16,77.944412698587,24,57.3219099577053,10,69.9587627149608,7,79.4695154896916,36,24.653836861206,27,52.0743273137665,13,79.8746897678651,15,81.2937219704113,26,41.468757780738,21,61.1345480984572,21,46.0662002449144,"DK","DNK"
"Estonia",2020,9,61.748269236175,1,100,3,95.4040870374074,15,48.9139770271945,10,68.2458752097088,2,96.9735890938306,1,100,1,100,1,100,5,87.8626516777966,4,82.1000971122567,2,98.0488127300276,15,81.4836655340403,3,91.2044316160547,29,50.3495177736532,9,57.4186809264855,"EE","EST"
"Estonia",2017,9,74.2785830810564,1,100,4,93.7999437277923,15,49.104215230644,4,79.4191179217841,7,86.9217214532515,1,100,1,100,1,100,6,88.4476560731782,5,87.2226575978287,2,97.4652310256935,15,80.6104388281366,3,92.5482383459348,29,50.4406134308588,1,100,"EE","EST"
"Estonia",2019,8,64.5015446919748,1,100,4,96.3871761585453,15,49.1416740994227,12,67.4715141069829,2,95.8803457912905,1,100,1,100,1,100,6,88.0424679690949,5,80.4227519369179,2,98.1054683680304,15,81.2937219704113,3,91.4340090877018,29,50.6961793338218,11,57.5025953848451,"EE","EST"
"Estonia",2015,8,77.3593441945245,1,100,2,98.4129736215618,15,49.0558611445829,8,64.033763786374,7,87.1094949956862,1,100,1,100,1,100,5,87.6612728166251,5,88.287292557342,2,97.4613821902698,29,58.2849514897395,3,92.1015004747754,29,52.170858932713,1,100,"EE","EST"
"Estonia",2014,11,74.3835617872495,1,100,4,96.2762515793685,15,45.1631823922846,4,67.8991277325694,7,87.1308778984918,1,100,1,100,1,100,5,86.7785597689801,5,94.0373126939337,2,97.4355405383613,28,58.6050407745092,3,92.0929547205459,30,49.8399912158993,1,100,"EE","EST"
"Estonia",2018,8,67.4878709794263,1,100,3,96.7435226647816,15,49.1416740994227,13,67.2654512307889,2,91.7291547619701,1,100,1,100,1,100,6,88.1735494836178,5,87.5321670897207,2,98.0260398445743,15,81.2937219704113,3,91.4341630893718,30,49.3361073426318,1,100,"EE","EST"
"Estonia",2016,8,77.8941961702483,1,100,3,93.9536483664151,15,49.0722436003568,4,64.4728410731317,7,87.0706916281581,1,100,1,100,1,100,6,82.53216371232,5,87.5664303537028,2,97.4661011316164,29,58.2849514897395,3,92.0904609807205,29,51.8569441978933,1,100,"EE","EST"
"Estonia",2021,10,60.8558105780703,1,100,3,94.3644524991535,15,48.9139770271945,10,68.9533242488783,2,96.9771035866479,1,100,1,100,1,100,5,88.3043127451047,4,85.4063530460119,2,98.8269486889743,15,81.4984460189716,3,91.2061322419975,29,50.3495177736532,8,57.2672450807713,"EE","EST"
"Finland",2018,8,67.4878709794263,31,37.2848255622486,1,100,31,32.9961738135252,9,70.5706197492936,5,88.9722063492935,14,67.6401955084349,10,69.9587627149608,23,62.9128583950879,33,45.541030760752,20,54.5217221045477,15,77.785017009076,15,81.2937219704113,10,65.6951151502166,19,63.216625878897,30,34.5541570556375,"FI","FIN"
"Finland",2016,8,77.8941961702483,32,30.3370564899284,1,100,32,33.0320053642487,10,60.0031365024485,4,89.1121613710805,14,67.5862134632795,10,69.2053315678677,7,83.2332182932068,32,42.7669140228022,21,55.189059702836,15,78.6329316061036,15,80.483489118813,11,68.1675129238568,18,65.3086803778937,32,34.8867487459364,"FI","FIN"
"Finland",2014,8,77.3972604005143,34,35.759920428883,6,90.2883527098087,32,30.5400310302272,10,64.1745446828351,3,89.1628445460984,14,68.756390527927,11,69.2053315678677,26,47.4738408991706,32,48.4269778618945,20,59.4489820383227,15,78.5994002000013,15,80.3763083483142,11,68.0368327243453,17,66.5599941439329,33,34.217714294354,"FI","FIN"
"Finland",2020,9,61.748269236175,32,36.8066212937171,1,100,31,32.6961919564626,9,71.4597559806635,5,91.9295709168816,15,67.7306296499816,10,70.1353110807781,23,63.9011666569491,31,45.5048095467591,20,52.4455610683275,16,77.83697495368,15,81.4836655340403,11,65.5216371908227,20,62.7621383302399,25,46.0660124346808,"FI","FIN"
"Finland",2021,10,60.8558105780703,31,33.2593695057453,1,100,31,32.6961919564626,8,73.9949923779136,6,91.9389428977277,16,67.8559843419293,10,69.9587627149608,23,64.1373997626191,31,45.8531202172716,21,54.7623768975559,18,78.2360819958878,15,81.4984460189716,11,65.5206631258058,20,62.7621383302399,25,45.9445180805932,"FI","FIN"
"Finland",2015,8,77.3593441945245,32,34.0429684700786,5,92.7662759477342,32,33.0104630798846,10,62.1264186476773,4,89.1448378911042,13,68.3665298056017,10,69.2053315678677,22,62.7326680018179,34,46.5088586310621,22,54.3521965091039,15,78.6267528175953,15,80.483489118813,11,68.1098370639575,17,66.238253364268,32,34.8903467067878,"FI","FIN"
"Finland",2019,8,64.5015446919748,33,36.7391048437802,1,100,31,32.9961738135252,9,70.5018812674936,5,89.0142554434414,15,67.9160472697779,10,69.9587627149608,23,63.1333509944633,32,45.5357070290646,20,52.9120796737534,16,77.9059241619624,15,81.2937219704113,10,65.6956969694242,20,63.1957395027121,26,46.5941398260294,"FI","FIN"
