"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","digital_services_tax","corporate_alt_minimum","corporate_surtax","corporate_other_rev","top_income_rate","threshold_top_income_rate","tax_wedge","personal_surtax","personal_other_rev","capital_gains_rate","index_capital_gains","dividends_rate","vat_rate","vat_threshold","vat_base","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"IS","ISL","Iceland",2014,0.2,0,10,0.86,0.602353618717047,0.812269350072009,0,0,0,0.24,0,1,0,3.06,0.4622,1.387967,1.27782991809342,0,10.357,0.2,0,0.2,25.5,7006.49705254991,0.430672144702189,0,0.714241506584501,1,1,0,1,0,0,1,1,0,0.18,0.1,0.2,39,0.5,0
"IT","ITA","Italy",2014,0.3129275,0,80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,0,-0.02,0,1,0,5.379,0.442611,10.005698,1.17604855094253,3,0,0.2,0,0.2,22,35990.6737367146,0.374973056000501,0,0.597996823738978,0.5,1,1,0,1,1,0.95,0.95,1,0.2,0.2,0.225,95,0.5,1
"JP","JPN","Japan",2014,0.3462,0.5,7.2,0.769602272727273,0.278958448750364,0.787075165170195,0.5,0,0,0.1,0,1,0,0.251,0.489858,4.610718,1.13529597379108,2.1,0,0.204,0,0.20315,5,88240.3441644497,0.68689067169831,0.5,0.80748440782705,0,1,1,0,1,0,0.95,0,0,0.2,0.2,0.2,60,0.5,0.5
"KR","KOR","Korea",2014,0.242,0.5,10,0.921720532319392,0.547953910556565,0.737888702767901,1,0,1,0.1525,0,6,0,0,0.41914554,9.142187,1.13137221016306,0,0,0,1,0.35398,10,26238.6011968703,0.658756693531129,0,0.304618634229138,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,80,0.5,0.5
"LT","LTU","Lithuania",2014,0.15,0,70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,0,2,0,0,0.171,0.211872,1.06401224165031,0,0,0.15,NA,0.15,21,101580,0.498426409248315,0.5,0.194083206402717,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,49,0.25,0.5
"LU","LUX","Luxembourg",2014,0.2922,0,100,0.873417350634541,0.479318672008477,0.869865253929667,1,0,1,-0.01,0,2,7,0.093,0.38,3.048602,1.36054562300372,7,0,0,1,0.2,15,25182.6246203907,1.03002663156975,0.5,0.0519675653960096,0,1,1,1,0,0,1,1,0,0.15,0,0,69,0,0.5
"LV","LVA","Latvia",2014,0.15,0,100,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,0,0,0,0,0,0,0.254,0.104378,1.03892431200977,0,0,0.15,0,0.1,21,100402,0.460659821188953,0.5,0.385493050612391,0,0,1,0,0,0,1,1,1,0,0.05,0.05,56,0,0.5
"MX","MEX","Mexico",2014,0.3,0,10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,0,-0.01,0,0,0,5.848,0.3165,3.999949,1.27281409277894,0,16.51,0.1,1,0.17142857,16,0,0.313908829864471,0.5,0.0959301251029516,0,1,1,0,0,0,0,0,1,0.1,0.4,0.4,50,0.5,0.5
"NL","NLD","Netherlands",2014,0.25,1,9,0.941064314483045,0.338474732816403,0.869865253929667,1,0,1,0.1975,0,1,0,0.136,0.81570593,1.215933,1.52272680008174,0,0,0.3,1,0.22,21,1537.1932964077,0.515894956319228,0.5,0.346578646357588,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0
"NO","NOR","Norway",2014,0.27,0,100,0.781818181818182,0.373913043478261,0.737888702767901,0,0,0,0.235,0,0,0,0,0.478,1.578054,1.28325734897025,0,0,0.27,0,0.27,25,5181.61744007035,0.569967550689293,0.5,0.142963973933058,1,0,1,0,0,0,0.97,0.97,1,0.25,0,0,88,0.375,1
"NZ","NZL","New Zealand",2014,0.28,0,100,0.731914893617021,0.307142857142857,0.547953910556565,0.5,0,0,-0.015,0,0,0,3.7,0.33,1.306212,1.54605465241899,0,0,0,1,0.06944444,15,38134.0006652947,0.939536672973783,1,1.23739065364448,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,37,0.25,0.5
"PL","POL","Poland",2014,0.19,0,2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,0,0,0,0,0,0,0.38751185,2.416807,1.04414211778125,0,0,0.19,0,0.19,23,77747.204225308,0.43038528635734,0.5,0.827461180651124,0,1,1,0,1,1,1,0,1,0.19,0.2,0.2,84,0,0.5
"PT","PRT","Portugal",2014,0.315,0,8.4,0.888411247396436,0.547953910556565,0.737888702767901,0.5,0,0,0.365,0,4,7,0.385,0.58785,15.929716,1.31993237288889,2.5,0,0.28,1,0.28,23,14317.549643698,0.47275676157212,0.5,0.286643150854973,0,1,1,1,0,0,1,0,1,0.25,0.25,0.25,61,0.5,1
"SE","SWE","Sweden",2014,0.22,0,100,0.86,0.479318672008477,0.86,0,0,0,-0.01,0,0,0,0,0.5673,1.518355,1.23165647822514,0,-0.021,0.3,0,0.3,25,0,0.551259593028125,0.5,0.363384601777319,0,0,1,1,0,0,1,1,0,0.3,0,0,79,0.5,0.5
"SI","SVN","Slovenia",2014,0.17,0,50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,0.17,0,1,0,0.026,0.6105,5.390324,1.20150625479754,0,0,0,1,0.25,22,74142.1047824595,0.570260812855614,0,0.218174650134289,0,1,1,0,0,0,0.95,0.475,1,0.15,0.15,0.15,53,0,0.5
"SK","SVK","Slovak Republic",2014,0.22,0,4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,0,0,-0.01,0,3,0,0.79,0.3505,3.855923,1.12161210650155,0,0,0.22,0,0,20,86990.532950811,0.432763414269664,0.5,0.214837333476132,0,0,0,1,0,0,1,0,1,0,0.19,0.19,66,0,0
"TR","TUR","Turkey",2014,0.2,0,5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,0,0,0.05,0,0,0,0,0.35041,4.283921,1.18095267181411,0.759,0,0,1,0.175,18,0,0.404290335384939,0.5,0.103781824736701,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,80,0.5,0.5
"US","USA","United States",2014,0.390755,2,20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,0,0.055,0,1,0,0,0.486,8.305387,1.25555598066699,0,0,0.2858,0,0.28583863,7.2,0,0.340304339743926,0.5,1.57727334999075,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.25,0.5
"AT","AUT","Austria",2015,0.25,0,75,0.813463195231154,0.391406012913837,0.737888702767901,1,0,0,0.12,0,2,0,0.981,0.5,13.879673,1.10989360304717,0,0,0.25,0,0.25,20,34987.893314216,0.583845387735481,0,0.0921961495082854,0,0,1,1,1,0,1,1,0,0.25,0,0.2,85,0,0.5
"AU","AUS","Australia",2015,0.3,0,100,0.851484971473245,0.479318672008477,0.547953910556565,0.5,0,0,0.1425,0,0,0,0,0.445,2.266751,1.40290200146597,2,0,0.245,0,0.27121,10,48730.6403375008,0.475921876420174,1,0.72522956852849,0,0,1,0,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5
"BE","BEL","Belgium",2015,0.3399,0,100,0.875897349190039,0.622404878792567,1.00486525392967,1,1,1,0.155,0,3,3,0.029,0.5839317,1.592011,1.19708611941441,0,0,0,1,0.25,21,6319.04976005039,0.472928570690976,0.5,0.551888099408659,0,1,1,1,0,1,0.95,0.987878788,0,0.25,0.25,0.25,91,0,0.5
"CA","CAN","Canada",2015,0.267,3,20,0.965116279069767,0.242105263157895,0.518965517241379,0.5,0,0,0.2125,0,1,0,0.907,0.495296,3.421462,1.23167486363059,0,0,0.2475,0,0.338214,10.6,23453.725818895,0.363656503811612,0.5,1.53539892148189,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,93,0.25,0.5
"CH","CHE","Switzerland",2015,0.21148581,0,7,0.86,0.554838709677419,0.905263157894737,1,0,0,-0.01,0,0,0,4.482,0.41752888,3.461304,1.33246998314131,0,0,0,1,0.21135,8,63826.8268100133,0.699532507816426,0.5,0.061514187740255,1,1,1,1,1,1,1,1,0,0.35,0.35,0,90,0,0.5
"CL","CHL","Chile",2015,0.24,100,100,0.632611659769417,0.338474732816403,0,0.5,0,0,0.31,0,0,0,5.535,0.4,10.379357,1.16167995248495,0,0,0.2,0,0.22580645,19,0,0.637910442446298,0.5,0.411617152264855,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,25,0,0.5
"CO","COL","Colombia",2015,0.39,0,100,0.737888702767901,0.547953910556565,0.869865253929667,0.5,0,0,0.31,0,5,9,0.816,0.33,10.910447,0,0,11.641,0.1,NA,0,16,0,0.405465129237506,0.5,0.458548263142363,1,0,1,0,0,1,1,0,0,0.33,0.33,0.33,5,0,0.5
"CR","CRI","Costa Rica",2015,0.3,0,3,0.822456690745778,0.602353618717047,0,0.5,0,0,-0.02,0,3,0,2.604,0.22937123,2.121949,1.05445806548377,0,28.292,0,NA,0.15,13,0,0.451870670124876,0.5,0.164852969806491,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,1,0,0
"CZ","CZE","Czech Republic",2015,0.19,0,5,0.873879108036537,0.543222830616488,0.841318847888109,0.5,0,0,0.18,0,0,0,0,0.15,3e-06,1.133819821388,0,0,0,1,0.15,21,67707.9535587165,0.563640626486617,0.5,0.0929843403462759,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,83,0,0.5
"DE","DEU","Germany",2015,0.29780475,1,60,0.737888702767901,0.391406012913837,0.869865253929667,1,0,0,-0.02,0,0,5.5,0,0.41975,5.655649,1.10442828089418,5.5,0,0.26375,0,0.26375,19,21297.5222109729,0.549981091839256,0.5,0.196555987382251,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,94,0.25,1
"DK","DNK","Denmark",2015,0.235,0,60,0.826923076923077,0.479318672008477,0.81340644290143,0,0,0,-0.01,0,0,0,2.274,0.47564,1.227747,1.29006643084604,8,0,0.42,0,0.42,25,5879.07638734969,0.561503094067022,0.5,0.69945526769419,0,1,1,0,0,0,1,1,1,0.27,0.22,0.22,73,0.5,0.5
"EE","EST","Estonia",2015,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.21,0.142892,1.05257052948518,0,0,0.2,0,0,20,25581.7765656457,0.665979441203108,1,0.150702940466045,0,0,0,0,0,0,1,0,1,0,0,0.1,55,0,0
"ES","ESP","Spain",2015,0.28,0,50,0.695001856615886,0.291385530174685,0.278958448750364,0.5,0,1,0.31,0,3,0,0,0.52,11.66034,1.11417059133755,0,0,0.24,0,0.235,21,0,0.385885968309929,0.5,0.513909238640511,1,1,1,0,1,0,1,1,1,0.195,0.195,0.195,87,0.25,1
"FI","FIN","Finland",2015,0.2,0,10,0.826923076923077,0.518965517241379,0.737888702767901,0,0,0,0.2,0,0,0,0,0.57211391,2.530586,1.26763835062432,0,0,0.33,0,0.2805,24,8589.47283647476,0.554408853634654,0.5,0.281299882190186,0,1,1,0,0,1,1,1,1,0.2,0,0.2,75,0.375,1
"FR","FRA","France",2015,0.38,1,50,0.880275603755891,0.547953910556565,0.869865253929667,0.5,0,1,0.425,0,3,10.7,1.106,0.47011,15.054145,1.20556750316793,8,0,0.344,0,0.44001,20,93551.0876400815,0.483017640120405,0.5,1.15151161046002,1,1,1,1,1,1,0.95,0.88,1,0.3,0,0.3333,122,0.5,1
"GB","GBR","United Kingdom",2015,0.2,1,100,0.758823529411765,0,0.826923076923077,0,0,1,0.185,0,2,0,0,0.47,4.271088,1.38756816269463,0,0,0.28,0,0.3055625,20,102850.559900547,0.433726851355887,0.5,1.76503128768335,0,1,1,1,0,1,1,1,0,0,0.2,0.2,123,0.375,0
"GR","GRC","Greece",2015,0.29,0,5,0.737888702767901,0.479318672008477,0.737888702767901,0.5,0,0,0.07,0,0,0,1.803,0.38,5.272871,1.19559693227704,8,0,0.15,0,0.1,23,6677.54959454146,0.364443536073023,0.5,0.669905152561012,0,1,1,1,1,0,1,0,1,0.1,0.15,0.2,57,0.25,1
"HU","HUN","Hungary",2015,0.19,0,2.5,0.816200383417959,0.278958448750364,0.737888702767901,0.5,0,1,0.285,0,3,0,0,0.345,0,1,0,0.22,0.16,0,0.16,27,42328.198651231,0.521173583949109,0.5,0.296463733463678,0,1,1,1,0,0,1,1,0,0,0,0,75,0.5,0.5
"IE","IRL","Ireland",2015,0.125,1,100,0.787075165170195,0.479318672008477,0.646263719038607,0.5,0,0,0.245,0,1,0,0.009,0.44,0.756265,1.46134403564978,8,0,0.33,0,0.51,23,78844.2561518391,0.446674852821669,0.5,0.494496667922909,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,68,0,0
"IL","ISR","Israel",2015,0.265,0,100,0.869865253929667,0.479318672008477,0.787075165170195,0.5,0,0,0,0,0,0,2.315,0.5,6.0228,1.76965090948087,0,0,0.27,1,0.32,18,18611.874917961,0.641652370929261,0.5,1.20935452872823,0,0,1,0,0,0,1,1,0,0.3,0.265,0.265,53,0.25,0
"IS","ISL","Iceland",2015,0.2,0,10,0.86,0.602353618717047,0.812269350072009,0,0,0,0.24,0,1,0,3.214,0.4624,1.366742,1.27330859262124,0,10.338,0.2,0,0.2,24,7006.49705254991,0.430848700047749,0,0.744181109906488,0,1,0,1,0,0,1,1,0,0.18,0.1,0.2,39,0.5,0
"IT","ITA","Italy",2015,0.3129275,0,80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,1,-0.02,0,1,0,5.388,0.448431,9.885683,1.2046218896522,3,0,0.26,0,0.26,22,35990.6737367146,0.370323177974951,0,0.523120244738885,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,95,0.5,1
"JP","JPN","Japan",2015,0.3211,0.5,5.85,0.859028659709284,0.278958448750364,0.787075165170195,0.5,0,0,0.1,0,1,0,0.238,0.489858,4.486476,1.1482407507713,2.1,0,0.204,0,0.20315,8,88240.3441644497,0.703361145674693,0.5,0.807110876981277,0,1,1,0,1,0,0.95,0,0,0.2042,0.2042,0.2042,62,0.5,0.5
"KR","KOR","Korea",2015,0.242,0.5,10,0.921720532319392,0.547953910556565,0.737888702767901,1,0,1,0.145,0,8,0,0,0.43199462,4.583659,1.15346862306316,0,0,0,1,0.35398,10,26238.6011968703,0.639892411896921,0,0.309500940113759,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,83,0.375,0.5
"LT","LTU","Lithuania",2015,0.15,0,70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,0,2,0,0,0.15,0.243957,1.08037371183869,0,0,0.15,1,0.15,21,100897,0.495821690312722,0.5,0.188257804762392,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,50,0.25,0.5
"LU","LUX","Luxembourg",2015,0.2922,0,100,0.873417350634541,0.479318672008477,0.869865253929667,1,0,1,-0.01,0,2,7,0.086,0.38,2.982644,1.34880284591451,7,0,0,1,0.2,17,25182.6246203907,1.0810052264981,0.5,0.0488656860114262,0,1,1,1,0,0,1,1,0,0.15,0,0,74,0,0.5
"LV","LVA","Latvia",2015,0.15,0,100,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,0,0.28,0,0,0,0,0.24,0.113023,1.04331863760545,0,0,0.15,0,0.1,21,100604,0.487358581123796,0.5,0.382310120350886,0,0,1,0,0,0,1,1,1,0,0,0,57,0,0.5
"MX","MEX","Mexico",2015,0.3,0,10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,0,-0.01,0,0,0,6.437,0.35,29.08548,1.25222516647591,0,16.255,0.1,1,0.17142857,16,0,0.284151078536842,0.5,0.0931841229840583,0,1,1,0,0,0,0,0,1,0.1,0.4,0.4,54,0.5,0.5
"NL","NLD","Netherlands",2015,0.25,1,9,0.813463195231154,0.338474732816403,0.869865253929667,1,0,1,0.195,0,1,0,0.058,0.70962076,1.2394,1.53065191905159,0,0,0.3,1,0.25,21,1537.1932964077,0.471629156117989,0.5,0.396320689755922,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0
"NO","NOR","Norway",2015,0.27,0,100,0.809090909090909,0.373913043478261,0.737888702767901,0,0,0,0.2325,0,0,0,0,0.472,1.593848,1.28382087786685,0,0,0.27,0,0.27,25,5181.61744007035,0.570324741923934,0.5,0.150750165658457,1,0,1,0,0,0,0.97,0.97,1,0.25,0,0,88,0.375,1
"NZ","NZL","New Zealand",2015,0.28,0,100,0.731914893617021,0.307142857142857,0.547953910556565,0.5,0,0,-0.015,0,0,0,3.485,0.33,1.269891,1.52293591128768,0,0,0,1,0.06944444,15,38134.0006652947,0.946217467475517,1,1.25652687961475,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,39,0.25,0.5
"PL","POL","Poland",2015,0.19,0,2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,0,0,0,0,0,0,0.38751185,2.261463,1.04118809904881,0,0,0.19,0,0.19,23,77747.204225308,0.426273730707245,0.5,0.87463275437691,0,1,1,0,1,1,1,0,1,0.19,0.2,0.2,84,0.375,1
"PT","PRT","Portugal",2015,0.295,0,8.4,0.888411247396436,0.547953910556565,0.737888702767901,0.5,0,0,0.36,0,4,7,0.37,0.58785,16.224802,1.32780146597277,2.5,0,0.28,1,0.28,23,14317.549643698,0.458647515829207,0.5,0.342436214977415,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,63,0.5,1
"SE","SWE","Sweden",2015,0.22,0,100,0.86,0.479318672008477,0.86,0,0,0,0.05,0,0,0,0,0.5686,1.508153,1.24159996210409,0,-0.076,0.3,0,0.3,25,0,0.548889258935089,0.5,0.391477114946734,0,0,1,1,0,0,1,1,0,0.3,0,0,80,0.5,0.5
"SI","SVN","Slovenia",2015,0.17,0,50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,0.17,0,1,0,0.019,0.6105,5.307771,1.19780804585969,0,0,0,1,0.25,22,74142.1047824595,0.620526094537415,0,0.231697310403401,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5
"SK","SVK","Slovak Republic",2015,0.22,0,4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,0,0,-0.01,0,3,0,0.77,0.3505,3.768509,1.11852975267515,0,0,0.22,0,0,20,86990.532950811,0.469350571731545,0.5,0.218489366419464,0,0,0,1,0,0,1,0,1,0,0.19,0.19,66,0,1
"TR","TUR","Turkey",2015,0.2,0,5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,0,0,0.055,0,0,0,0,0.35041,3.998254,1.16689114988297,0.759,0,0,1,0.175,18,0,0.439666203733236,0.5,0.101472897061447,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,80,0.5,0.5
"US","USA","United States",2015,0.389975,2,20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,0,0.055,0,1,0,0,0.486,8.220619,1.24980377805961,0,0,0.2854,0,0.28535406,7.3,0,0.352392513688513,0.5,1.57293039258057,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.25,0.5
"AT","AUT","Austria",2016,0.25,0,75,0.813463195231154,0.391406012913837,0.737888702767901,1,0,0,0.12,0,2,0,0.909,0.5,13.539476,1.10522284256619,0,0,0.275,0,0.275,20,36585.3658536585,0.581548014695975,0,0.0914684145442239,0,0,1,1,0,0,1,1,0,0.275,0,0.2,86,0,0.5
"AU","AUS","Australia",2016,0.3,0,100,0.851484971473245,0.479318672008477,0.547953910556565,0.5,0,0,0.1425,0,1,0,0,0.47,2.229938,1.42302741528584,2,0,0.245,0,0.27121,10,50335.5704697987,0.476783485901531,1,0.721190088552973,0,0,1,0,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5
"BE","BEL","Belgium",2016,0.3399,0,100,0.875897349190039,0.622404878792567,1.00486525392967,1,1,1,0.155,0,3,3,0.032,0.58435331,1.025977,1.20327362914529,0,0,0,1,0.27,21,30487.8048780488,0.469757931217332,0.5,0.561085820081375,0,1,1,1,0,1,0.95,0.987878788,0,0.27,0.27,0.27,93,0,0.5
"CA","CAN","Canada",2016,0.267,3,20,0.965116279069767,0.242105263157895,0.518965517241379,0.5,0,0,0.2125,0,1,0,1.065,0.495296,3.353659,1.23054514486478,0,0,0.2475,0,0.39343524,10.6,24000,0.369094919139386,0.5,1.50218467776038,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,93,0.25,0.5
"CH","CHE","Switzerland",2016,0.21148581,0,7,0.86,0.554838709677419,0.905263157894737,1,0,0,-0.01,0,0,0,4.485,0.4173622,3.475353,1.33395644459479,0,0,0,1,0.21135,8,78125,0.693240128947842,0.5,0.0601984279725905,1,1,1,1,1,1,1,1,0,0.35,0.35,0,91,0,0.5
"CL","CHL","Chile",2016,0.24,100,100,0.632611659769417,0.338474732816403,0,0.5,0,0,0.305,0,0,0,4.521,0.4,10.035255,1.15535996811267,0,0,0.4,0,0.21052632,19,0,0.63531726063588,0.5,0.385722142158709,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,25,0.5,0.5
"CO","COL","Colombia",2016,0.4,0,100,0.737888702767901,0.547953910556565,0.869865253929667,0.5,0,0,0.38,0,5,9,0.872,0.33,11.369485,0,0,9.196,0.1,NA,0,16,0,0.422509423996148,0.5,0.474505962630269,1,0,1,0,0,1,1,0,0,0.33,0.33,0.33,7,0,0.5
"CR","CRI","Costa Rica",2016,0.3,0,3,0.822456690745778,0.602353618717047,0,0.5,0,0,-0.02,0,3,0,2.657,0.23107123,2.159425,1.05494014713817,0,28.742,0,NA,0.15,13,0,0.442089415647467,0.5,0.171928353478852,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,1,0,0
"CZ","CZE","Czech Republic",2016,0.19,0,5,0.873879108036537,0.543222830616488,0.841318847888109,0.5,0,0,0.18,0,0,0,0,0.15,3e-06,1.12910535346641,0,0,0,1,0.15,21,75872.5341426404,0.580515463706693,0.5,0.0908814429083962,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,86,0,0.5
"DE","DEU","Germany",2016,0.29818844,1,60,0.737888702767901,0.391406012913837,0.869865253929667,1,0,0,-0.02,0,0,5.5,0,0.41975,5.529533,1.10371951593734,5.5,0,0.26375,0,0.26375,19,22151.8987341772,0.553545809514176,0.5,0.196817506885249,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,94,0.25,1
"DK","DNK","Denmark",2016,0.22,0,60,0.826923076923077,0.479318672008477,0.81340644290143,0,0,0,-0.01,0,0,0,5.544,0.47794,1.236698,1.28937322967111,8,0,0.42,0,0.42,25,6666.66666666667,0.565419185444153,0.5,0.713651985591067,0,1,1,0,0,0,1,1,1,0.27,0.22,0.22,73,0.5,0.5
"EE","EST","Estonia",2016,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.2032,0.143966,1.05199374174167,0,0,0.2,0,0,20,28571.4285714286,0.701606085528271,1,0.148080069889965,0,0,0,0,0,0,1,0,1,0,0,0.1,56,0,0
"ES","ESP","Spain",2016,0.25,0,60,0.778563038959402,0.391406012913837,0.278958448750364,0.5,0,1,0.305,0,1,0,0,0.45,2.445619,1.12650205184082,0,0,0.23,0,0.23,21,0,0.40622394588464,0.5,0.543271486763564,1,1,1,0,1,0,1,1,1,0.19,0.19,0.19,92,0.25,1
"FI","FIN","Finland",2016,0.2,0,10,0.826923076923077,0.518965517241379,0.737888702767901,0,0,0,-0.005,0,0,0,0,0.57467517,2.255193,1.26995483889619,0,0,0.34,0,0.289,24,10752.688172043,0.546140011068069,0.5,0.308748028308603,0,1,0,0,0,1,1,1,1,0.2,0,0.2,75,0.375,1
"FR","FRA","France",2016,0.34433333,1,50,0.880275603755891,0.547953910556565,0.869865253929667,0.5,0,1,0.425,0,3,10.7,1.094,0.470365,14.77634,1.23466606806231,8,0,0.3444675,0,0.44001,20,100243.902439024,0.481709460091112,0.5,1.15477514041627,1,1,1,1,1,1,0.95,0.88,1,0.3,0,0.3333,122,0.5,1
"GB","GBR","United Kingdom",2016,0.2,1,100,0.758823529411765,0,0.826923076923077,0,0,1,0.195,0,1,0,0,0.47,4.169222,1.39166394595796,0,0,0.28,0,0.381,20,118840.579710145,0.439526120137897,0.5,1.7686274321386,0,1,1,1,0,1,1,1,0,0,0.2,0.2,124,0.375,0
"GR","GRC","Greece",2016,0.29,0,5,0.737888702767901,0.479318672008477,0.737888702767901,0.5,0,0,0.085,0,0,0,1.94,0.4,24.98473,1.31250879041563,10,0,0.15,0,0.1,23,16393.4426229508,0.376870111939497,0.5,0.894387508783943,0,1,1,1,1,0,1,0,1,0.1,0.15,0.2,57,0.25,1
"HU","HUN","Hungary",2016,0.19,0,2.5,0.816200383417959,0.278958448750364,0.737888702767901,0.5,0,1,0.285,0,3,0,0.012,0.345,0,1,0,0.19,0.15,0,0.15,27,44822.9493500672,0.557821623347803,0.5,0.290242310517407,0,1,1,1,0,0,1,1,0,0,0,0,77,0.5,0.5
"IE","IRL","Ireland",2016,0.125,1,100,0.787075165170195,0.479318672008477,0.646263719038607,0.5,0,1,0.26,0,1,0,0.008,0.44,1.601654,1.47871495293522,8,0,0.33,0,0.51,23,88339.222614841,0.482883651064541,0.5,0.523497254729482,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,70,0,0
"IL","ISR","Israel",2016,0.25,0,100,0.869865253929667,0.479318672008477,0.787075165170195,0.5,0,0,0,0,0,0,2.116,0.5,5.80213,1.72543938397561,0,0,0.27,1,0.32,17,25517.0103092784,0.626384493747918,0.5,1.19844900264017,0,0,1,0,0,0,1,1,0,0.3,0.25,0.25,53,0.25,0
"IS","ISL","Iceland",2016,0.2,0,10,0.86,0.602353618717047,0.812269350072009,0.5,0,0,0.24,0,1,0,7.859,0.4624,1.363465,1.25949960217418,0,9.484,0.2,0,0.2,24,7032.3488045007,0.44018434214079,0,0.789559528693446,0,1,0,1,0,0,1,1,0,0.18,0.1,0.2,39,0.5,0
"IT","ITA","Italy",2016,0.3129275,0,80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,1,0.04,0,1,0,5.393,0.458131,9.819967,1.21194454567725,3,0,0.26,0,0.26,22,40000,0.365494882390139,0,0.64040281676422,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,96,0.5,1
"JP","JPN","Japan",2016,0.2997,0.5,5.4,0.859028659709284,0.278958448750364,0.787075165170195,0.5,0,0,0.06,0,1,0,0.227,0.54065275,8.739852,1.14198214852227,2.1,0,0.204,0,0.2032,8,94939.7132820659,0.998604539993967,0.5,0.800895970382202,0,1,1,0,1,0,0.95,0,0,0.2042,0.2042,0.2042,62,0.5,0.5
"KR","KOR","Korea",2016,0.242,0.5,8,0.921720532319392,0.547953910556565,0.737888702767901,1,0,1,0.135,0,8,0,0,0.43224366,4.456371,1.24116171291607,0,0,0,1,0.35398,10,26928.4712482468,0.659115576269537,0,0.321530434101263,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,85,0.375,0.5
"LT","LTU","Lithuania",2016,0.15,0,70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,0,2,0,0,0.24,0.231005,1.0581364450969,0,0,0.15,NA,0.15,21,100671,0.506830121277424,0.5,0.202475128876953,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,53,0.25,0.5
"LU","LUX","Luxembourg",2016,0.2922,0,100,0.873417350634541,0.479318672008477,0.869865253929667,1,0,1,-0.01,0,2,7,0.064,0.385,2.932785,1.34592219602226,7,0,0,1,0.2,17,27777.7777777778,1.15434553238559,0.5,0.0490990183781264,0,1,1,1,0,0,1,1,0,0.15,0,0,74,0,0.5
