"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"DK","DNK","Denmark",2018,27,56.9566979889772,16,66.914261890888,35,48.4047828104775,17,62.8490802546444,16,63.4071612707993,28,59.4705572760124
"DK","DNK","Denmark",2019,28,58.6590074168647,15,65.3152491051607,35,48.0229294711244,17,62.685329822382,16,62.9074738556478,28,63.6612651738442
"DK","DNK","Denmark",2020,28,58.2834856003177,16,63.3423867288647,34,47.8616669583572,17,69.1942879915138,16,63.1617955395016,30,63.2456076195179
"DK","DNK","Denmark",2021,29,57.9370412324451,17,61.1680446019433,34,42.9723879823256,17,68.7900992722364,16,62.9335410142285,30,63.2186616997791
"EE","EST","Estonia",2014,1,100,1,100,1,100,7,76.6426350796399,1,100,10,75.4807553736109
"EE","EST","Estonia",2015,1,100,1,100,2,99.9233907820423,9,75.7435026749355,1,100,10,76.1063073663259
"EE","EST","Estonia",2016,1,100,1,100,2,99.7386186111253,9,76.9984404504041,1,100,9,78.3320548797568
"EE","EST","Estonia",2017,1,100,1,100,2,99.6540566774713,8,77.9095776192619,1,100,4,84.0545942623862
"EE","EST","Estonia",2018,1,100,1,100,1,100,9,75.4692975632945,1,100,5,83.9366426324957
"EE","EST","Estonia",2019,1,100,2,99.7943103956101,2,97.9325371532979,8,77.581179628253,1,100,15,80.3339079912691
"EE","EST","Estonia",2020,1,100,2,99.712703592764,2,98.6275646543829,9,81.020725694048,1,100,15,80.5952465520222
"EE","EST","Estonia",2021,1,100,3,99.066017507651,1,100,9,80.2783961412733,1,100,15,80.577607008343
"FI","FIN","Finland",2014,20,65.20506458228,10,70.4347555981506,24,60.7387721075659,12,68.7630297365823,24,60.016083327538,24,61.3635204302724
"FI","FIN","Finland",2015,19,65.7939832843318,9,67.279369716746,28,58.9559711107812,12,68.4642187197426,17,64.9170430798093,23,61.3043781068086
"FI","FIN","Finland",2016,15,67.4739938061072,8,72.5161214341668,26,58.3910907015178,13,68.5093706930716,12,71.2502276357214,23,64.4116383240214
"FI","FIN","Finland",2017,16,64.7255411203323,6,71.3687063845712,26,57.5153193512686,13,66.6845787003189,18,64.5457109703254,22,63.7994474591662
"FI","FIN","Finland",2018,17,63.8670638404598,6,73.9662545875979,26,58.3361175749308,13,67.7935253374807,18,62.0020656490296,22,64.0429592894435
"FI","FIN","Finland",2019,17,67.1910565761279,7,73.0055710320301,26,58.2429748554589,13,67.6467197303934,18,61.0833651632976,21,74.4581921526516
"FI","FIN","Finland",2020,17,66.8143171589069,8,71.5955467626524,25,57.9327515691503,14,72.8912630078883,18,61.3951015519147,21,74.3511356807333
"FI","FIN","Finland",2021,15,67.3555962826589,7,72.539503614975,25,54.0874380798958,15,72.6232704393565,19,61.4018413618193,21,74.3296143885693
"FR","FRA","France",2014,37,42.0686042171131,36,39.1029508005099,36,36.8513647308083,18,61.3109625185679,37,30.2510584867817,17,67.1965670964745
"FR","FRA","France",2015,37,42.0917031483149,37,33.9445717596238,36,39.86317294644,21,59.9511996757832,37,30.0913040574631,15,67.4426561315095
"FR","FRA","France",2016,37,42.8176881171186,34,44.0237466569271,36,40.6299335964129,22,60.3340291382101,37,30.141902426696,15,70.0352711342714
"FR","FRA","France",2017,37,40.1938847475253,36,32.4842186866855,36,38.8556052898146,21,58.3525965975604,37,29.9058623147755,16,69.2862733020187
"FR","FRA","France",2018,37,42.8158336607746,35,43.9713489325259,36,44.7357808648841,20,59.3146875099291,37,31.9663689513282,16,69.0198798965074
"FR","FRA","France",2019,37,44.3209715235063,37,32.0482978629981,36,44.4760811287333,20,58.9962718258272,35,36.7517296394704,17,79.2993625937499
"FR","FRA","France",2020,35,46.2372645389547,36,37.3831776947801,36,43.3501843227237,21,64.8743170688178,35,37.5154334898655,13,80.7440490939597
"FR","FRA","France",2021,35,48.6892347076223,34,44.0444877412666,37,37.7896287682306,21,64.839744079401,34,38.4332065396305,13,80.7258334170374
"DE","DEU","Germany",2014,14,67.8624272939205,27,58.9097839161179,28,56.3558904924519,10,69.9574574494037,11,71.2501474535484,12,73.9643797623686
"DE","DEU","Germany",2015,14,67.1535034042424,25,53.8173188317208,30,55.6283583980839,10,69.9062719876219,10,71.254026179489,12,74.2383234741773
"DE","DEU","Germany",2016,16,66.6543211043809,26,56.834844477321,29,55.8074401794651,10,70.4896835497648,10,71.5696790108322,12,76.3105498652623
"DE","DEU","Germany",2017,15,66.2778142455612,25,57.5817186229709,29,54.7568925038882,10,69.236272143083,10,71.2752690940521,11,76.0282132102191
"DE","DEU","Germany",2018,16,64.0430257441788,27,56.8009848406193,29,54.6427609731007,12,69.819112930277,11,69.2544770143212,12,76.0287889062709
"DE","DEU","Germany",2019,16,67.5460532091314,28,54.1121020599883,29,54.8104382017568,12,69.3749259395103,11,68.6050935900278,7,89.751992818697
"DE","DEU","Germany",2020,15,67.4507834489124,28,51.989292900134,28,54.5353721955002,10,74.541594364627,11,68.9311838514668,7,89.9671100416359
"DE","DEU","Germany",2021,16,67.1928895273193,28,49.7588288845738,28,50.4836231531739,12,74.293617707814,11,68.8345903563587,6,89.9552218801582
"GR","GRC","Greece",2014,27,58.429386697946,22,60.8287368222776,10,80.9902492774851,31,48.0225152472203,28,55.3357011504352,31,53.0847363007783
"GR","GRC","Greece",2015,29,56.4542666158676,30,49.0569801040135,9,80.9772207363153,28,50.7884310273702,28,55.7104258731207,31,50.9153679997676
"GR","GRC","Greece",2016,32,50.966832577986,33,52.1856349863641,19,66.7578334249232,29,50.2839917128423,29,53.4006691225663,31,54.8539589495332
"GR","GRC","Greece",2017,33,50.7782757235178,32,52.3682994118892,15,70.6322423961156,32,44.9209881052526,29,52.0180280276014,32,53.0498429484734
"GR","GRC","Greece",2018,33,48.0921270771646,33,51.9307193434152,15,71.2492499643187,31,47.9849707615633,29,47.9173441230658,33,52.6254313858341
"GR","GRC","Greece",2019,31,54.2588057266315,21,58.6684514295994,11,73.8526182402432,32,46.5356234499088,29,46.4002964326278,29,63.5993306585799
"GR","GRC","Greece",2020,29,57.1840972053874,22,56.9098024093293,11,75.1079550963831,32,56.9661759953801,30,46.425002759764,25,72.2224688413611
"GR","GRC","Greece",2021,23,61.6720734154241,14,65.620129083495,10,73.8784197477316,26,61.9836510673305,29,45.7973522019256,25,72.2014241172511
"HU","HUN","Hungary",2014,21,64.5870595850588,16,63.3448048378871,12,77.5164200121676,36,34.8373959333226,16,66.1568961293731,5,80.4883769765183
"HU","HUN","Hungary",2015,22,63.2155916075803,18,57.5545604144821,11,76.7080662065126,36,34.6927999599607,16,65.1997824174139,5,80.7888984367941
"HU","HUN","Hungary",2016,22,63.350358295128,18,61.6287837499745,10,76.9535471323516,36,35.7580476289277,18,65.5903093692919,5,82.9192601264967
"HU","HUN","Hungary",2017,18,63.6551748965645,16,63.4484324556803,9,76.5911627106593,36,33.1246039700869,17,65.3346833691363,6,83.2853932378223
"HU","HUN","Hungary",2018,15,64.1591800850429,11,71.0348560906302,10,75.6063732659493,36,32.0235585561492,17,62.8602812267956,3,88.16500205864
"HU","HUN","Hungary",2019,15,67.6137486979674,5,74.4055629094356,10,76.2358814688886,36,31.3870416423626,17,62.0985665757962,4,97.1848010277529
"HU","HUN","Hungary",2020,13,68.6701732763804,6,75.6192322734952,9,76.6514548277097,36,43.0817838716516,17,62.6048022385975,4,97.4076095673546
"HU","HUN","Hungary",2021,13,69.0077747426361,6,75.476357499154,9,74.9344128941195,36,42.9865445557595,17,62.726728622551,4,97.4011905059441
"IS","ISL","Iceland",2014,32,54.6813946003353,12,67.2822597394137,32,52.9051055533454,24,57.1512122404595,35,42.1735830326107,21,63.6694285540267
"IS","ISL","Iceland",2015,26,58.9081877809194,11,64.8022472281941,31,51.9144189094848,20,59.9606540079298,27,56.310028586203,22,62.7472156159666
"IS","ISL","Iceland",2016,26,58.6864830379586,11,69.7231613952107,31,51.4759282996337,20,60.7753610454146,27,55.7232703005062,22,65.7684641799301
"IS","ISL","Iceland",2017,29,55.5117001252533,12,67.8696534734777,30,50.0959588173974,18,60.6022342534003,27,55.6048169662504,31,54.351732627331
"IS","ISL","Iceland",2018,29,53.300893607303,10,71.318167124033,34,49.1814532932256,18,61.3686876277812,26,51.7874928980267,31,54.0542500459427
"IS","ISL","Iceland",2019,29,56.0723949912209,10,70.0455369474299,34,48.889599506691,18,62.0460757405884,27,49.8527397751993,30,62.1884857788165
"IS","ISL","Iceland",2020,30,55.3389340879805,11,68.3755013621026,33,48.7544241784043,19,67.7870218560694,28,49.9049306589786,31,61.7907897223687
"IS","ISL","Iceland",2021,32,53.7154048568558,13,65.6404391513053,36,40.152691344948,19,66.8477805219584,27,49.4832764199871,31,61.7614435995795
"IE","IRL","Ireland",2014,18,65.7905163788543,4,85.9121098462664,31,52.963282387695,25,55.6646724403522,20,63.2408060361693,18,66.8080245222623
"IE","IRL","Ireland",2015,21,64.7862453428145,4,82.442411685806,32,51.7871057919023,24,55.9235114863306,20,62.5890844751242,16,66.4042646700866
"IE","IRL","Ireland",2016,21,63.4836440051504,4,80.299263893744,32,51.3758259404079,24,56.9436110056799,21,62.5743877143037,16,69.7396165301073
"IE","IRL","Ireland",2017,22,62.5684742867783,4,77.0022794207657,31,49.863769190638,24,54.5432504546455,21,62.9505819503217,15,70.5437996761414
"IE","IRL","Ireland",2018,18,62.1053104500581,4,81.8917282068742,30,51.5134860206944,23,55.7483265998273,20,61.0707086886332,15,69.2758029364451
"IE","IRL","Ireland",2019,19,64.8994132135516,4,82.3191682054811,30,51.6627858178495,24,54.7864445957035,20,60.7319298614264,19,77.4200581405962
"IE","IRL","Ireland",2020,20,64.5843056582911,4,80.7395875731281,29,51.9410389995606,24,62.4835909006356,19,61.3695264278984,19,76.5778009778961
"IE","IRL","Ireland",2021,19,64.6639011648871,5,79.5856516488112,30,47.0999208284147,25,62.4546894607022,18,61.5753844095325,19,76.7428558512067
"IL","ISR","Israel",2014,28,58.2712469532441,29,57.6826505570014,37,32.9623399036723,14,66.7489071371678,12,70.9689889653545,19,65.194511122643
"IL","ISR","Israel",2015,28,57.7249792970454,28,53.1540066268067,37,33.3564532911679,14,66.809815641682,11,70.9920315575813,19,63.9076443678072
"IL","ISR","Israel",2016,27,58.3031613663569,21,59.0439572910705,37,33.8315405556184,15,67.6673988176846,11,71.410051643413,19,67.516275555792
"IL","ISR","Israel",2017,27,57.6780773909499,30,54.3533650515837,37,34.4482153846057,15,65.9681477804275,11,71.0725224638533,17,68.2623984723678
"IL","ISR","Israel",2018,28,55.3463812229562,28,56.2536498098061,37,33.5531359537958,14,66.9777796188353,10,69.2907403239447,17,67.8815226470696
"IL","ISR","Israel",2019,27,59.1667083934825,29,54.0557450054123,37,33.9812842748969,15,66.3010221915362,10,68.6928912922777,13,81.7737414111855
"IL","ISR","Israel",2020,27,59.9724374611351,29,51.5746586892819,37,34.1392110229666,12,73.6511365159471,10,69.3004898634141,10,83.0276888053431
"IL","ISR","Israel",2021,14,67.6599653576123,18,58.9843122300357,29,49.1346303707393,11,74.2985297072208,10,69.246213255546,10,83.2099735442222
"IT","ITA","Italy",2014,35,50.8148001643908,19,61.8631978108472,34,48.3059663551404,19,60.3084570308809,36,37.9981747505604,26,59.7266057249057
"IT","ITA","Italy",2015,35,47.4863088640937,26,53.3839092313278,35,42.5890798516369,19,60.4147326973556,36,39.0069486225986,28,56.8470229636555
"IT","ITA","Italy",2016,36,45.8592747691141,28,55.2233024581426,35,42.3325911171195,21,60.6606294746892,36,37.8281817846433,27,60.611617924144
"IT","ITA","Italy",2017,34,47.3288867314416,19,59.5430310158048,35,40.924548494883,22,58.0952372588791,36,37.7619038271918,26,60.2433532426328
"IT","ITA","Italy",2018,36,44.4065953171293,24,58.5864436022599,32,49.4102990593454,24,52.799127330546,36,34.0563285939591,26,60.6771207655705
"IT","ITA","Italy",2019,36,46.7724760454466,26,56.1800076471564,33,48.9853565748643,25,53.0267808683334,37,32.5569420375225,26,69.5860355566162
"IT","ITA","Italy",2020,37,44.7711970843909,31,49.3782885668889,32,48.7990162741475,29,60.0263621872437,37,32.6312976777858,27,69.1210198678099
"IT","ITA","Italy",2021,37,44.6200967317148,30,47.6371841196766,33,43.6317283035268,29,59.6774376472539,37,32.6988526897792,26,69.0975925519435
"JP","JPN","Japan",2014,24,62.7850522649038,37,32.3800426230415,20,65.8084835926928,3,96.7989202654949,25,59.0892453407136,30,55.0732061935112
"JP","JPN","Japan",2015,24,63.005887427162,34,34.9337138101337,20,65.4936291636522,4,92.2770913736902,24,59.1755576931744,29,54.7421327063106
"JP","JPN","Japan",2016,24,61.5954867624629,35,41.1273492179974,23,61.4349944934512,5,92.2450816540965,24,59.3807689805196,29,58.3854005293547
"JP","JPN","Japan",2017,19,63.4292959727457,34,41.1477105815937,24,60.9916824149213,2,94.5185921873464,24,59.3855715142676,23,62.8622967083691
"JP","JPN","Japan",2018,20,60.9884375175731,36,43.9645019240958,23,61.8109704371089,3,94.5701050538133,27,51.2029496353164,23,63.3471672904525
"JP","JPN","Japan",2019,20,64.6095751305318,35,40.6365025758085,23,61.9073398583227,3,94.4479258384069,26,50.0505541009644,20,76.2988879056011
"JP","JPN","Japan",2020,23,61.5538695564397,35,37.5690920085987,22,61.4750201875112,3,93.1712988283205,27,50.3655511699137,26,69.4615641215089
"JP","JPN","Japan",2021,25,61.5945740620119,36,35.2992840476085,21,57.3567871858375,3,94.562599859056,26,50.090986593947,27,69.0819073843676
"KR","KOR","Korea",2014,23,64.0477975038343,23,60.714473719287,17,68.9435976117447,5,90.1169174953762,32,48.4064842406597,32,47.429653786683
"KR","KOR","Korea",2015,16,66.4555351658689,19,57.4349266493127,16,71.22751407708,3,94.2676946095729,32,48.4859641195602,32,50.2486961624741
"KR","KOR","Korea",2016,17,65.8302823489123,19,61.0013054182213,15,69.4013769183812,3,95.5127213856346,31,48.475765195067,32,54.8534621259241
"KR","KOR","Korea",2017,17,64.38918251213,26,57.5572285860764,17,67.7340998344668,3,94.0524385621628,31,48.3065569902251,29,56.2425918832332
"KR","KOR","Korea",2018,22,59.9448290816004,31,53.1792585940052,24,61.5467601967406,2,96.055446562689,32,44.7293704031508,30,55.3959930864136
"KR","KOR","Korea",2019,24,61.2584415440524,33,50.124914247306,24,61.4293058498573,2,96.9085207939417,32,43.2763236294168,33,57.8005290038841
"KR","KOR","Korea",2020,25,60.5378285802409,33,47.978836392913,24,60.806774675571,2,97.2511499205588,32,43.3979530835,33,57.5072912433148
"KR","KOR","Korea",2021,27,60.662098472464,33,46.6253723665366,24,55.2371631571279,2,98.9519037508645,32,43.0331929059441,33,57.4516623264253
"LV","LVA","Latvia",2014,5,77.059858567617,2,89.845143219556,7,86.27533660234,35,36.4805784885974,5,80.047607680388,9,76.7261928492302
"LV","LVA","Latvia",2015,5,76.292102244699,3,82.8898030010787,6,85.4823835386642,35,37.5127133188903,5,80.049001016088,6,79.2780582248676
"LV","LVA","Latvia",2016,3,78.9903271215014,3,84.9169056931055,6,85.1952904116382,32,48.1366534129726,5,80.095705504645,6,81.2470794966556
"LV","LVA","Latvia",2017,4,76.917760175755,3,81.4808241222349,6,84.6199575693265,31,45.5541345059611,5,79.811148304818,7,81.407090976778
"LV","LVA","Latvia",2018,2,79.1874534012383,2,90.094618675072,5,89.5657498255027,28,50.4693705820084,5,77.928920414158,9,76.5002455195977
"LV","LVA","Latvia",2019,3,83.109401921137,1,100,7,84.3312011002091,28,49.7589354717358,5,77.3954507094101,10,84.2628935731379
"LV","LVA","Latvia",2020,2,84.2195454165161,1,100,6,83.9605538305468,27,60.733198565565,5,78.0451117999518,9,84.9405258148109
"LV","LVA","Latvia",2021,2,85.0616752901195,2,99.5530622756261,5,86.1324405280524,28,60.5232869618197,5,78.037629606832,9,84.9249662637632
"LT","LTU","Lithuania",2014,6,76.1660163479914,3,88.2185290812001,6,86.4028735889164,30,48.8747861279787,6,78.0164002137011,23,63.3279271330004
"LT","LTU","Lithuania",2015,6,75.4681653285623,2,85.2133957355714,7,85.4457142234379,31,48.9990597718697,6,78.0551445586767,21,63.2226950359933
"LT","LTU","Lithuania",2016,6,75.6215086389801,2,87.2877333928238,7,85.1598946275082,28,50.477939327058,6,77.8338121225467,21,67.1192819091629
"LT","LTU","Lithuania",2017,6,73.6788165194911,2,84.1136372128043,7,84.4172208480799,28,47.9168971359881,6,77.6627340942911,21,66.8479948692729
"LT","LTU","Lithuania",2018,6,72.5941197397787,3,84.3909741558649,7,83.555351316551,29,49.964158548219,6,76.2281044913118,21,66.6027163315896
"LT","LTU","Lithuania",2019,6,76.8637014532775,3,84.7755530374704,5,89.8796396177773,27,49.9867936892648,6,75.7791724234709,24,72.1172674386059
"LT","LTU","Lithuania",2020,6,76.0028929059734,3,83.7482782595477,8,82.542145951936,25,61.750347893055,7,75.6401335249138,23,72.4997262140501
"LT","LTU","Lithuania",2021,6,76.4446313114503,4,83.4474928846973,7,80.9837325280857,24,62.6266648825182,7,75.5426063396312,23,72.4769974553484
"LU","LUX","Luxembourg",2014,3,80.1850046412148,30,53.6923269455184,18,68.6795886643017,1,100,15,67.8422996221568,3,84.732759164268
"LU","LUX","Luxembourg",2015,3,79.6645042926787,29,49.6500018336931,17,68.3312883852604,2,97.9867609307831,14,67.9033785485128,3,86.4182950321904
"LU","LUX","Luxembourg",2016,2,79.5913201145921,29,53.6831268056729,18,67.3098197889522,1,100,15,68.2289157644884,3,87.5205551250015
"LU","LUX","Luxembourg",2017,3,78.2880409740296,23,58.3849261444386,19,66.2606493743989,4,93.793257473687,14,68.0002064814567,2,88.8631252551278
"LU","LUX","Luxembourg",2018,4,76.4658826409923,26,57.1414712841436,19,65.8142023188681,4,92.4039527725967,13,65.7537878523171,2,89.3298910031621
"LU","LUX","Luxembourg",2019,5,77.1802567639716,25,56.6306727869726,19,65.6600246128698,4,90.2415652575896,13,65.0054549660214,6,93.2643826383747
"LU","LUX","Luxembourg",2020,5,77.5304634168934,25,54.3427617336197,19,65.9303217212694,4,92.8861090519054,13,65.290912121502,6,93.9270210623448
"LU","LUX","Luxembourg",2021,5,76.5506986515693,25,53.2117981540619,20,59.2538297420679,4,92.417019408835,13,65.1657267593054,5,93.917742948571
"MX","MEX","Mexico",2014,29,56.4939547931724,31,53.1919721133377,9,83.1617351051853,29,48.9236347838388,10,72.3488679497391,37,32.1077734983801
"MX","MEX","Mexico",2015,33,53.2275660322069,32,48.6961492414325,18,66.9333109034239,27,52.5306161758315,9,72.3827740655374,37,32.5220434243974
