country,year,corporate_rank,corporate,consumption_rank,consumption,property_rank,property,income_rank,income,international_rank,international,final_rank,final,ISO_2,ISO_3,Scenario
United Kingdom,2019,15,61.56927221,22,64.73777251,31,44.62843286,22,64.103081,10,85.22390625,25,60.06964556,GB,GBR,Baseline
United Kingdom,2019,12,66.57127999,22,64.73777252,31,44.62843286,22,64.10308101,10,85.22390626,23,61.37512133,GB,GBR,Recommendation 1
United Kingdom,2019,6,74.03021248,22,64.73777252,31,44.62843286,22,64.10308101,10,85.22390626,22,63.31938967,GB,GBR,Recommendation 1 + 2
