"country","year","machines","buildings","intangibles"
"CAN",2011,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2012,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2013,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2014,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2015,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2016,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2017,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2018,0.965116279069767,0.242105263157895,0.518965517241379
"CAN",2019,1,0.426086956521739,0.49
"CHE",1982,NA,NA,NA
"CHE",1983,NA,NA,NA
"CHE",1984,0.86,0.554838709677419,NA
"CHE",1985,0.86,0.554838709677419,NA
"CHE",1986,0.86,0.554838709677419,NA
"CHE",1987,0.86,0.554838709677419,NA
"CHE",1988,0.86,0.554838709677419,NA
"CHE",1989,0.86,0.554838709677419,NA
"CHE",1990,0.86,0.554838709677419,NA
"CHE",1991,0.86,0.554838709677419,NA
"CHE",1992,0.86,0.554838709677419,NA
"CHE",1993,0.86,0.554838709677419,NA
"CHE",1994,0.86,0.554838709677419,NA
"CHE",1995,0.86,0.554838709677419,0.905263157894737
"CHE",1996,0.86,0.554838709677419,0.905263157894737
"CHE",1997,0.86,0.554838709677419,0.905263157894737
"CHE",1998,0.86,0.554838709677419,0.905263157894737
"CHE",1999,0.86,0.554838709677419,0.905263157894737
"CHE",2000,0.86,0.554838709677419,0.905263157894737
"CHE",2001,0.86,0.554838709677419,0.905263157894737
"CHE",2002,0.86,0.554838709677419,0.905263157894737
"CHE",2003,0.86,0.554838709677419,0.905263157894737
"CHE",2004,0.86,0.554838709677419,0.905263157894737
"CHE",2005,0.86,0.554838709677419,0.905263157894737
"CHE",2006,0.86,0.554838709677419,0.905263157894737
"CHE",2007,0.86,0.554838709677419,0.905263157894737
"CHE",2008,0.86,0.554838709677419,0.905263157894737
"CHE",2009,0.86,0.554838709677419,0.905263157894737
"CHE",2010,0.86,0.554838709677419,0.905263157894737
"CHE",2011,0.86,0.554838709677419,0.905263157894737
"CHE",2012,0.86,0.554838709677419,0.905263157894737
"CHE",2013,0.86,0.554838709677419,0.905263157894737
"CHE",2014,0.86,0.554838709677419,0.905263157894737
"CHE",2015,0.86,0.554838709677419,0.905263157894737
"CHE",2016,0.86,0.554838709677419,0.905263157894737
"CHE",2017,0.86,0.554838709677419,0.905263157894737
"CHE",2018,0.86,0.554838709677419,0.905263157894737
"CHE",2019,0.86,0.554838709677419,0.905263157894737
"CHL",1984,NA,NA,NA
"CHL",1985,NA,NA,NA
"CHL",1986,NA,NA,NA
"CHL",1987,NA,NA,NA
"CHL",1988,NA,NA,NA
"CHL",1989,NA,NA,NA
"CHL",1990,NA,NA,NA
"CHL",1991,NA,NA,NA
"CHL",1992,NA,NA,NA
"CHL",1993,NA,NA,NA
"CHL",1994,NA,NA,NA
"CHL",1995,NA,NA,NA
"CHL",1996,NA,NA,NA
"CHL",1997,0.547953910556565,0.479318672008477,0
"CHL",1998,0.547953910556565,0.479318672008477,0
"CHL",1999,0.547953910556565,0.479318672008477,0
"CHL",2000,0.547953910556565,0.479318672008477,0
"CHL",2001,0.547953910556565,0.479318672008477,0
"CHL",2002,0.547953910556565,0.479318672008477,0
"CHL",2003,0.547953910556565,0.338474732816403,0
"CHL",2004,0.632611659769417,0.338474732816403,0
"CHL",2005,0.632611659769417,0.338474732816403,0
"CHL",2006,0.632611659769417,0.338474732816403,0
"CHL",2007,0.632611659769417,0.338474732816403,0
"CHL",2008,0.632611659769417,0.338474732816403,0
"CHL",2009,0.632611659769417,0.338474732816403,0
"CHL",2010,0.632611659769417,0.338474732816403,0
"CHL",2011,0.632611659769417,0.338474732816403,0
"CHL",2012,0.632611659769417,0.338474732816403,0
"CHL",2013,0.632611659769417,0.338474732816403,0
"CHL",2014,0.632611659769417,0.338474732816403,0
"CHL",2015,0.632611659769417,0.338474732816403,0
"CHL",2016,0.632611659769417,0.338474732816403,0
"CHL",2017,0.632611659769417,0.338474732816403,0
"CHL",2018,0.632611659769417,0.338474732816403,0
"CHL",2019,0.632611659769417,0.338474732816403,0
"CZE",1984,NA,NA,NA
"CZE",1985,NA,NA,NA
"CZE",1986,NA,NA,NA
"CZE",1987,NA,NA,NA
"CZE",1988,NA,NA,NA
"CZE",1989,NA,NA,NA
"CZE",1990,NA,NA,NA
"CZE",1991,NA,NA,NA
"CZE",1992,0.778563038959402,0.278958448750364,NA
"CZE",1993,0.778563038959402,0.278958448750364,NA
"CZE",1994,0.834749449432684,0.404555493999806,0.787075165170195
"CZE",1995,0.834749449432684,0.404555493999806,0.787075165170195
"CZE",1996,0.834749449432684,0.430569007346519,0.787075165170195
"CZE",1997,0.834749449432684,0.430569007346519,0.787075165170195
"CZE",1998,0.834749449432684,0.430569007346519,0.787075165170195
"CZE",1999,0.834749449432684,0.430569007346519,0.787075165170195
"CZE",2000,0.873879108036537,0.543222830616488,0.787075165170195
"CZE",2001,0.873879108036537,0.543222830616488,0.787075165170195
"CZE",2002,0.873879108036537,0.543222830616488,0.691918050492341
"CZE",2003,0.873879108036537,0.543222830616488,0.691918050492341
"CZE",2004,0.873879108036537,0.543222830616488,0.691918050492341
"CZE",2005,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2006,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2007,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2008,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2009,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2010,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2011,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2012,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2013,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2014,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2015,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2016,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2017,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2018,0.873879108036537,0.543222830616488,0.841318847888109
"CZE",2019,0.873879108036537,0.543222830616488,0.841318847888109
"DEU",1981,0.844616539228456,0.385561039417989,NA
"DEU",1982,0.844616539228456,0.385561039417989,NA
"DEU",1983,0.844616539228456,0.385561039417989,NA
"DEU",1984,0.876514043282575,0.385561039417989,NA
"DEU",1985,0.876514043282575,0.385561039417989,NA
"DEU",1986,0.876514043282575,0.464718608016782,NA
"DEU",1987,0.876514043282575,0.464718608016782,NA
"DEU",1988,0.876514043282575,0.464718608016782,NA
"DEU",1989,0.876514043282575,0.464718608016782,NA
"DEU",1990,0.876514043282575,0.464718608016782,NA
"DEU",1991,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",1992,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",1993,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",1994,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",1995,0.876514043282575,0.479318672008477,0.787075165170195
"DEU",1996,0.876514043282575,0.479318672008477,0.787075165170195
"DEU",1997,0.876514043282575,0.479318672008477,0.787075165170195
"DEU",1998,0.876514043282575,0.479318672008477,0.787075165170195
"DEU",1999,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",2000,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",2001,0.876514043282575,0.479318672008477,0.869865253929667
"DEU",2002,0.800076527025396,0.391406012913837,0.869865253929667
"DEU",2003,0.800076527025396,0.391406012913837,0.869865253929667
"DEU",2004,0.800076527025396,0.391406012913837,0.869865253929667
"DEU",2005,0.800076527025396,0.391406012913837,0.869865253929667
"DEU",2006,0.800076527025396,0.391406012913837,0.869865253929667
"DEU",2007,0.876514043282575,0.391406012913837,0.869865253929667
"DEU",2008,0.876514043282575,0.391406012913837,0.869865253929667
"DEU",2009,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2010,0.826923076923077,0.391406012913837,0.869865253929667
"DEU",2011,0.826923076923077,0.391406012913837,0.869865253929667
"DEU",2012,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2013,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2014,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2015,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2016,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2017,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2018,0.737888702767901,0.391406012913837,0.869865253929667
"DEU",2019,0.737888702767901,0.391406012913837,0.869865253929667
"DNK",1982,NA,NA,NA
"DNK",1983,NA,NA,NA
"DNK",1984,NA,NA,NA
"DNK",1985,NA,NA,NA
"DNK",1986,NA,NA,NA
"DNK",1987,0.86,0.549078785817176,NA
"DNK",1988,0.86,0.549078785817176,NA
"DNK",1989,0.86,0.549078785817176,NA
"DNK",1990,0.86,0.549078785817176,NA
"DNK",1991,0.86,0.549078785817176,NA
"DNK",1992,0.86,0.549078785817176,NA
"DNK",1993,0.86,0.549078785817176,0.81340644290143
"DNK",1994,0.86,0.549078785817176,0.81340644290143
"DNK",1995,0.86,0.549078785817176,0.81340644290143
"DNK",1996,0.86,0.549078785817176,0.81340644290143
"DNK",1997,0.86,0.549078785817176,0.81340644290143
"DNK",1998,0.86,0.549078785817176,0.81340644290143
"DNK",1999,0.86,0.549078785817176,0.81340644290143
"DNK",2000,0.86,0.547953910556565,0.81340644290143
"DNK",2001,0.86,0.547953910556565,0.81340644290143
"DNK",2002,0.86,0.547953910556565,0.81340644290143
"DNK",2003,0.826923076923077,0.547953910556565,0.81340644290143
"DNK",2004,0.826923076923077,0.547953910556565,0.81340644290143
"DNK",2005,0.826923076923077,0.547953910556565,0.81340644290143
"DNK",2006,0.826923076923077,0.547953910556565,0.81340644290143
"DNK",2007,0.826923076923077,0.547953910556565,0.81340644290143
"DNK",2008,0.826923076923077,0.547953910556565,0.81340644290143
"DNK",2009,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2010,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2011,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2012,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2013,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2014,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2015,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2016,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2017,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2018,0.826923076923077,0.479318672008477,0.81340644290143
"DNK",2019,0.826923076923077,0.479318672008477,0.81340644290143
"ESP",1982,NA,NA,NA
"ESP",1983,NA,NA,NA
"ESP",1984,0.731914893617021,0.602353618717047,NA
"ESP",1985,0.731914893617021,0.602353618717047,NA
"ESP",1986,0.731914893617021,0.602353618717047,NA
"ESP",1987,0.731914893617021,0.602353618717047,NA
"ESP",1988,0.731914893617021,0.602353618717047,NA
"ESP",1989,0.731914893617021,0.602353618717047,NA
"ESP",1990,0.731914893617021,0.602353618717047,NA
"ESP",1991,0.781818181818182,0.665146223733569,NA
"ESP",1992,0.781818181818182,0.665146223733569,NA
"ESP",1993,0.781818181818182,0.665146223733569,NA
"ESP",1994,0.781818181818182,0.646263719038607,NA
"ESP",1995,0.819047619047619,0.646263719038607,NA
"ESP",1996,0.819047619047619,0.646263719038607,NA
"ESP",1997,0.819047619047619,0.391406012913837,0.83230608171668
"ESP",1998,0.819047619047619,0.391406012913837,0.83230608171668
"ESP",1999,0.864141428406056,0.391406012913837,0.83230608171668
"ESP",2000,0.864141428406056,0.391406012913837,0.83230608171668
"ESP",2001,0.864141428406056,0.391406012913837,0.83230608171668
"ESP",2002,0.864141428406056,0.391406012913837,0.83230608171668
"ESP",2003,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2004,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2005,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2006,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2007,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2008,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2009,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2010,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2011,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2012,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2013,0.778563038959402,0.391406012913837,0.278958448750364
"ESP",2014,0.695001856615886,0.291385530174685,0.278958448750364
"ESP",2015,0.695001856615886,0.291385530174685,0.278958448750364
"ESP",2016,0.778563038959402,0.391406012913837,0.278958448750364
"ESP",2017,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2018,0.778563038959402,0.391406012913837,0.737888702767901
"ESP",2019,0.778563038959402,0.391406012913837,0.737888702767901
"EST",1984,NA,NA,NA
"EST",1985,NA,NA,NA
"EST",1986,NA,NA,NA
"EST",1987,NA,NA,NA
"EST",1988,NA,NA,NA
"EST",1989,NA,NA,NA
"EST",1990,NA,NA,NA
"EST",1991,NA,NA,NA
"EST",1992,NA,NA,NA
"EST",1993,NA,NA,NA
"EST",1994,NA,NA,NA
"EST",1995,0.905263157894737,0.554838709677419,0.905263157894737
"EST",1996,0.905263157894737,0.554838709677419,0.905263157894737
"EST",1997,0.905263157894737,0.554838709677419,0.905263157894737
"EST",1998,0.905263157894737,0.554838709677419,0.905263157894737
"EST",1999,0.905263157894737,0.554838709677419,0
"EST",2000,0.905263157894737,0.554838709677419,0
"EST",2001,1,1,1
"EST",2002,1,1,1
"EST",2003,1,1,1
"EST",2004,1,1,1
"EST",2005,1,1,1
"EST",2006,1,1,1
"EST",2007,1,1,1
"EST",2008,1,1,1
"EST",2009,1,1,1
"EST",2010,1,1,1
"EST",2011,1,1,1
"EST",2012,1,1,1
"EST",2013,1,1,1
"EST",2014,1,1,1
"EST",2015,1,1,1
"EST",2016,1,1,1
"EST",2017,1,1,1
"EST",2018,1,1,1
"EST",2019,1,1,1
"FIN",1981,0.86,0.586363636363636,NA
"FIN",1982,0.86,0.586363636363636,NA
"FIN",1983,0.86,0.586363636363636,NA
"FIN",1984,0.86,0.586363636363636,NA
"FIN",1985,0.86,0.586363636363636,NA
"FIN",1986,0.86,0.586363636363636,NA
"FIN",1987,0.86,0.586363636363636,NA
"FIN",1988,0.86,0.586363636363636,NA
"FIN",1989,0.86,0.586363636363636,NA
"FIN",1990,0.86,0.586363636363636,NA
"FIN",1991,0.86,0.586363636363636,NA
"FIN",1992,0.86,0.586363636363636,NA
"FIN",1993,0.86,0.586363636363636,0.737888702767901
"FIN",1994,0.86,0.586363636363636,0.737888702767901
"FIN",1995,0.86,0.586363636363636,0.737888702767901
"FIN",1996,0.86,0.586363636363636,0.737888702767901
"FIN",1997,0.86,0.518965517241379,0.737888702767901
"FIN",1998,0.86,0.518965517241379,0.737888702767901
"FIN",1999,0.86,0.518965517241379,0.737888702767901
"FIN",2000,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2001,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2002,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2003,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2004,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2005,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2006,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2007,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2008,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2009,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2010,0.902173913043478,0.675581395348837,0.737888702767901
"FIN",2011,0.902173913043478,0.675581395348837,0.737888702767901
"FIN",2012,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2013,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2014,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2015,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2016,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2017,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2018,0.826923076923077,0.518965517241379,0.737888702767901
"FIN",2019,0.826923076923077,0.518965517241379,0.737888702767901
"FRA",1981,NA,NA,NA
"FRA",1982,NA,NA,NA
"FRA",1983,NA,NA,NA
"FRA",1984,0.7421875,0.547953910556565,NA
"FRA",1985,0.7421875,0.547953910556565,NA
"FRA",1986,0.7421875,0.547953910556565,NA
"FRA",1987,0.873128251373007,0.547953910556565,NA
"FRA",1988,0.873128251373007,0.547953910556565,NA
"FRA",1989,0.873128251373007,0.547953910556565,NA
"FRA",1990,0.873128251373007,0.547953910556565,NA
"FRA",1991,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1992,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1993,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1994,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1995,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1996,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1997,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1998,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",1999,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",2000,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",2001,0.873128251373007,0.547953910556565,0.869865253929667
"FRA",2002,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2003,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2004,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2005,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2006,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2007,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2008,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2009,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2010,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2011,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2012,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2013,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2014,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2015,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2016,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2017,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2018,0.857738015451725,0.547953910556565,0.869865253929667
"FRA",2019,0.857738015451725,0.547953910556565,0.869865253929667
"GBR",1984,1,0.943945846140231,NA
"GBR",1985,1,0.943945846140231,NA
"GBR",1986,0.931818181818182,0.341165852493349,NA
"GBR",1987,0.902173913043478,0.479318672008477,NA
"GBR",1988,0.826923076923077,0.479318672008477,NA
"GBR",1989,0.826923076923077,0.479318672008477,NA
"GBR",1990,0.826923076923077,0.479318672008477,NA
"GBR",1991,0.826923076923077,0.479318672008477,0.826923076923077
"GBR",1992,0.826923076923077,0.479318672008477,0.826923076923077
"GBR",1993,0.826923076923077,0.479318672008477,0.826923076923077
"GBR",1994,0.881578947368421,0.438363128445252,0.826923076923077
