ISO_2,ISO_3,country,year,corporate_rate,r_and_d_credit,top_income_rate,threshold_top_income_rate,tax_wedge,dividends_rate,corporate_other_rev,personal_other_rev
SK,SVK,Slovak Republic,2022,0.21,0.49,0.3505,3.037853,1.138180474,0.07,0.723,0
SK,SVK,Slovak Republic,2023,0.21,0.25,0.3505,2.909935,1.132209529,0.07,0.817,0
SK,SVK,Slovak Republic,2024,0.21,0.25,0.3505,2.842872,1.128770748,0.07,0.824,0
SI,SVN,Slovenia,2014,0.17,0.17,0.6105,5.390324,1.220951443,0.25,0.026,0
SI,SVN,Slovenia,2015,0.17,0.17,0.6105,5.307771,1.216831957,0.25,0.019,0
SI,SVN,Slovenia,2016,0.17,0.17,0.6105,5.265523,1.214735522,0.25,0.015,0
SI,SVN,Slovenia,2017,0.19,0.17,0.6105,5.194874,1.216633668,0.25,0.016,0
SI,SVN,Slovenia,2018,0.19,0.19,0.6105,5.056709,1.163369459,0.25,0.018,0
SI,SVN,Slovenia,2019,0.19,0.19,0.6105,4.868058,1.318137155,0.25,0.018,0
SI,SVN,Slovenia,2020,0.19,0.19,0.6105,4.700871,1.15014745,0.275,0.014,0
SI,SVN,Slovenia,2021,0.19,0.19,0.6105,4.603398,1.115384438,0.275,0.015,0
SI,SVN,Slovenia,2022,0.19,0.19,0.57155,4.350842,1.143753922,0.25,0.014,0
SI,SVN,Slovenia,2023,0.19,0.19,0.6105,4.272849,1.159113542,0.25,0.014,0
SI,SVN,Slovenia,2024,0.22,0.19,0.6105,3.8107,1.199341905,0.25,0.014,0
SE,SWE,Sweden,2014,0.22,-0.01,0.5686,1.518355,1.193811915,0.3,0,-0.021
SE,SWE,Sweden,2015,0.22,0.05,0.5699,1.508153,1.203392958,0.3,0,-0.076
SE,SWE,Sweden,2016,0.22,0.05,0.601,1.519275,1.202706503,0.3,0,-0.025
SE,SWE,Sweden,2017,0.22,0.05,0.6012,1.503143,1.210257676,0.3,0,-0.011
SE,SWE,Sweden,2018,0.22,0.05,0.6012,1.49517,1.207649911,0.3,0,-0.049
SE,SWE,Sweden,2019,0.214,0.05,0.6019,1.50956,1.207321908,0.3,0,-0.041
SE,SWE,Sweden,2020,0.214,0.05,0.5228,1.544646,1.221577442,0.3,0,-0.024
SE,SWE,Sweden,2021,0.206,0.105,0.5227,1.127048,1.196829679,0.3,0,-0.031
SE,SWE,Sweden,2022,0.206,0.105,0.5224,1.127806,1.218484875,0.3,0,-0.064
SE,SWE,Sweden,2023,0.206,0.105,0.5224,1.123706,1.221554709,0.3,0,-0.029
SE,SWE,Sweden,2024,0.206,0.105,0.5224,1.199604,1.224351138,0.3,0,-0.08
TR,TUR,Turkey,2014,0.2,0.05,0.358,4.283921,1.168380722,0.175,0,0
TR,TUR,Turkey,2015,0.2,0.055,0.358,3.998254,1.155944561,0.175,0,0
TR,TUR,Turkey,2016,0.2,0.055,0.358,3.862626,1.150999829,0.175,0,0
TR,TUR,Turkey,2017,0.2,0.055,0.455,3.460417,1.223222696,0.175,0,0
TR,TUR,Turkey,2018,0.22,0.055,0.455,3.125218,1.205962008,0.175,0,0
TR,TUR,Turkey,2019,0.22,0.055,0.455,2.880756,1.188029733,0.175,0,0
TR,TUR,Turkey,2020,0.22,0.055,0.408,2.815569,1.166737163,0.2,0,0
TR,TUR,Turkey,2021,0.25,0.055,0.408,8.771485,1.168080373,0.2,0,0
TR,TUR,Turkey,2022,0.23,0.055,0.408,8.026402,1.160696995,0.2,0,0
TR,TUR,Turkey,2023,0.25,0.055,0.408,6.35504,1.263267479,0.2,0,0
TR,TUR,Turkey,2024,0.25,0.055,0.408,6.450357,1.255848753,0.2,0,0
US,USA,United States,2014,0.390755,0.055,0.486,8.305387,1.251795367,0.28583863,0,0
US,USA,United States,2015,0.389975,0.055,0.486,8.220619,1.245846145,0.28535406,0,0
US,USA,United States,2016,0.38923934,0.055,0.486,8.20792,1.254349108,0.2851581,0,0
US,USA,United States,2017,0.38906474,0.0575,0.486,8.088075,1.250915283,0.28506064,0,0
US,USA,United States,2018,0.2583858,0.0575,0.46,7.93496,1.246414539,0.28881436,0,0
US,USA,United States,2019,0.25886141,0.0675,0.46,9.299292,1.240431441,0.28913494,0,0
US,USA,United States,2020,0.25766571,0.0675,0.46,9.23521,1.239444422,0.28872019,0,0
US,USA,United States,2021,0.25754568,0.0675,0.46,8.918471,1.416272003,0.28905211,0,0
US,USA,United States,2022,0.25808085,0.0675,0.46,8.623598,1.314021113,0.28940924,0,0
US,USA,United States,2023,0.25767935,0.0275,0.458,8.525744,1.237567067,0.2887222,0,0
US,USA,United States,2024,0.25631375,0.0275,0.458,8.800738,1.248711285,0.28726466,0,0
