"ISO_3","year","country","vat_rate","ISO_2","vat_revenue","final_consumption","vat_base"
"TUR",2021,"Turkey",18,"TR",180.728894,3121.771306,0.341392360414254
"TUR",2022,"Turkey",18,"TR",230.760989,3631.751898,0.376950579624276
"TUR",2023,"Turkey",18,"TR",385.328747,4954.679053,0.468494450578706
"USA",2014,"United States",7.2,"US",324.367,13562.803,0.340304339743926
"USA",2015,"United States",7.2,"US",343.853,13896.173,0.352392513688513
"USA",2016,"United States",7.2,"US",361.68484,14413.979,0.357479034978838
"USA",2017,"United States",7.3,"US",374.17326,14872.459,0.353535665375182
"USA",2018,"United States",7.3,"US",384.76217,15356.374,0.352047242299779
"USA",2019,"United States",7.4,"US",405.64259,15960.169,0.352415526974673
"USA",2020,"United States",7.4,"US",426.93653,16771.912,0.352977744026407
"USA",2021,"United States",7.4,"US",443.92718,17401.5,0.353766191047732
"USA",2022,"United States",7.4,"US",448.88188,17254.541,0.360948137055356
"USA",2023,"United States",7.4,"US",499.53056,19256.306,0.3598919758125
