"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","International Rank","International Score"
"FR","FRA","France",2014,36,42.4823170325674,35,38.3096040783907,35,38.1645522991377,20,59.5203762812053,36,31.2620122267076,14,70.5948048262558
"FR","FRA","France",2015,36,43.058510929997,35,33.5447953387825,35,41.1346947283602,21,59.97549616958,36,30.8823858533459,12,71.3911281321917
"FR","FRA","France",2016,36,43.620298793128,34,38.5747161243927,35,41.0339969926509,21,58.3779122763973,36,30.9365655151795,12,73.3398421874634
"FR","FRA","France",2017,36,40.0231824158553,36,29.8627363808554,35,37.6051697900617,20,58.4339304533108,36,30.7008273456266,13,72.7338810895476
"FR","FRA","France",2018,36,43.0166658177577,36,33.7119608033391,35,47.3893482826029,20,59.3719233924676,36,30.9016599361895,13,72.7289725592381
"FR","FRA","France",2019,32,48.969893577141,36,33.6960044574206,35,48.3244513895653,21,66.138886097859,28,48.2412723978736,10,83.3800411978653
"FR","FRA","France",2020,32,50.4887596864253,35,38.2171851718462,36,37.2989243067522,21,65.4533017323664,29,49.351695219203,8,85.0827950956693
